"Depth_ft","Al_wt%","Si_wt%","K_wt%","Ti_wt%","Fe_wt%","S_wt%","Mg_wt%","Ca_wt%","Sr_wt%","P_wt%","Mo_ppm","V_ppm","U_ppm","Ni_ppm","Cu_ppm","Zn_ppm","Th_ppm","Rb_ppm","Zr_ppm","Pb_ppm","Formation","Core","chemofacies","Al_ppm","K/Al","Mg/Al","Rb/Al","Si/Al","Ti/Al","Zr/Al","Si/Ti","Cu/Al","Fe/Al","Ni/Al","Mo/Al","S/Al","U/Al","Zn/Al","Si/Ca","SGR","Sr/Ca","V/Al"
6454.6,0.66,2.37,0.26,0.29,0.17,0.35,0.3,43.03,0.04,0.02,1.5,10,8.83,96.27,7.5,15.63,34.605,7.24,7.52,5,"Trenton","Potage",4,6600,0.39,0.45,0.0011,3.6,0.44,0.0011,8.2,0.0011,0.26,0.015,0.00023,0.53,0.0013,0.0024,0.055,213.22,0.00093,0.0015
6455,0.23,0.62,0.175,0.001,0.14,0.08,0.3,45.54,0.05,0.02,1.5,10,8.83,82.18,7.5,7.5,29.0225,1.5,1.5,5,"Trenton","Potage",4,2300,0.76,1.3,0.00065,2.7,0.0043,0.00065,620,0.0033,0.61,0.036,0.00065,0.35,0.0038,0.0033,0.014,189.53,0.0011,0.0043
6455.6,0.23,0.62,0.175,0.001,0.14,0.08,0.3,45.54,0.05,0.02,1.5,10,8.83,82.18,7.5,7.5,29.0225,1.5,1.5,5,"Trenton","Potage",4,2300,0.76,1.3,0.00065,2.7,0.0043,0.00065,620,0.0033,0.61,0.036,0.00065,0.35,0.0038,0.0033,0.014,189.53,0.0011,0.0043
6456,0.51,3.41,0.09,0.001,1.37,0.4,6.55,32.29,0.11,0.02,1.5,10,8.83,97.23,7.5,22.08,23.44,7.47,16.67,5,"Trenton","Potage",4,5100,0.18,13,0.0015,6.7,0.002,0.0033,3400,0.0015,2.7,0.019,0.00029,0.78,0.0017,0.0043,0.11,165.84,0.0034,0.002
6456.6,0.51,3.41,0.09,0.001,1.37,0.4,6.55,32.29,0.11,0.02,1.5,10,8.83,97.23,7.5,22.08,23.44,7.47,16.67,5,"Trenton","Potage",4,5100,0.18,13,0.0015,6.7,0.002,0.0033,3400,0.0015,2.7,0.019,0.00029,0.78,0.0017,0.0043,0.11,165.84,0.0034,0.002
6457,0.17,1.12,0.1,0.33,0.05,0.13,0.3,45.63,0.05,0.02,1.5,10,8.83,74.33,7.5,7.5,20.69,1.5,1.5,5,"Trenton","Potage",4,1700,0.59,1.8,0.00088,6.6,1.9,0.00088,3.4,0.0044,0.29,0.044,0.00088,0.76,0.0052,0.0044,0.025,155,0.0011,0.0059
6457.6,0.17,1.12,0.1,0.33,0.05,0.13,0.3,45.63,0.05,0.02,1.5,10,8.83,74.33,7.5,7.5,20.69,1.5,1.5,5,"Trenton","Potage",4,1700,0.59,1.8,0.00088,6.6,1.9,0.00088,3.4,0.0044,0.29,0.044,0.00088,0.76,0.0052,0.0044,0.025,155,0.0011,0.0059
6458,0.48,4.85,0.11,0.001,0.27,0.5,0.3,40.61,0.05,0.05,1.5,10,8.83,87.5,7.5,19.93,16.26,6.57,9.19,5,"Trenton","Potage",4,4800,0.23,0.62,0.0014,10,0.0021,0.0019,4800,0.0016,0.56,0.018,0.00031,1,0.0018,0.0042,0.12,137.44,0.0012,0.0021
6458.6,0.48,4.85,0.11,0.001,0.27,0.5,0.3,40.61,0.05,0.05,1.5,10,8.83,87.5,7.5,19.93,16.26,6.57,9.19,5,"Trenton","Potage",4,4800,0.23,0.62,0.0014,10,0.0021,0.0019,4800,0.0016,0.56,0.018,0.00031,1,0.0018,0.0042,0.12,137.44,0.0012,0.0021
6459,0.55,3.08,0.37,0.34,0.31,0.25,0.3,40.85,0.06,0.02,1.5,10,8.83,92.51,7.5,27.63,11.83,10.24,15.06,4.91,"Trenton","Potage",4,5500,0.67,0.55,0.0019,5.6,0.62,0.0027,9.1,0.0014,0.56,0.017,0.00027,0.45,0.0016,0.005,0.075,123.88,0.0015,0.0018
6459.6,0.55,3.08,0.37,0.34,0.31,0.25,0.3,40.85,0.06,0.02,1.5,10,8.83,92.51,7.5,27.63,11.83,10.24,15.06,4.91,"Trenton","Potage",4,5500,0.67,0.55,0.0019,5.6,0.62,0.0027,9.1,0.0014,0.56,0.017,0.00027,0.45,0.0016,0.005,0.075,123.88,0.0015,0.0018
6460,0.66,1.67,0.26,0.48,0.39,0.42,1.29,43.13,0.09,0.02,1.5,10,8.83,103.63,7.5,10.92,21.12,11.07,25.1,5,"Trenton","Potage",4,6600,0.39,2,0.0017,2.5,0.73,0.0038,3.5,0.0011,0.59,0.016,0.00023,0.64,0.0013,0.0017,0.039,159.28,0.0021,0.0015
6460.6,0.66,1.67,0.26,0.48,0.39,0.42,1.29,43.13,0.09,0.02,1.5,10,8.83,103.63,7.5,10.92,21.12,11.07,25.1,5,"Trenton","Potage",4,6600,0.39,2,0.0017,2.5,0.73,0.0038,3.5,0.0011,0.59,0.016,0.00023,0.64,0.0013,0.0017,0.039,159.28,0.0021,0.0015
6461,1.97,8.59,0.57,0.001,0.71,1.49,0.82,33.11,0.05,0.43,1.5,10,8.83,99.96,7.5,17.76,25.765,10.35,42.52,9.14,"Trenton","Potage",4,19700,0.29,0.42,0.00053,4.4,0.00051,0.0022,8600,0.00038,0.36,0.0051,7.6e-05,0.76,0.00045,9e-04,0.26,182.82,0.0015,0.00051
6461.6,1.97,8.59,0.57,0.001,0.71,1.49,0.82,33.11,0.05,0.43,1.5,10,8.83,99.96,7.5,17.76,25.765,10.35,42.52,9.14,"Trenton","Potage",4,19700,0.29,0.42,0.00053,4.4,0.00051,0.0022,8600,0.00038,0.36,0.0051,7.6e-05,0.76,0.00045,9e-04,0.26,182.82,0.0015,0.00051
6462,3.19,10.66,1.63,2.37,1.13,1.26,0.76,26.19,0.05,0.27,1.5,10,8.83,96.32,7.5,15.94,30.41,18.93,79.23,10.42,"Trenton","Potage",4,31900,0.51,0.24,0.00059,3.3,0.74,0.0025,4.5,0.00024,0.35,0.003,4.7e-05,0.39,0.00028,5e-04,0.41,218.36,0.0019,0.00031
6462.6,3.19,10.66,1.63,2.37,1.13,1.26,0.76,26.19,0.05,0.27,1.5,10,8.83,96.32,7.5,15.94,30.41,18.93,79.23,10.42,"Trenton","Potage",4,31900,0.51,0.24,0.00059,3.3,0.74,0.0025,4.5,0.00024,0.35,0.003,4.7e-05,0.39,0.00028,5e-04,0.41,218.36,0.0019,0.00031
6463,0.7,6.31,0.35,0.02,0.37,0.51,0.93,39.62,0.1,0.02,1.5,10,8.83,93.64,7.5,12.16,25.36,9.1,13.79,5,"Trenton","Potage",4,7000,0.5,1.3,0.0013,9,0.029,0.002,320,0.0011,0.53,0.013,0.00021,0.73,0.0013,0.0017,0.16,177.68,0.0025,0.0014
6463.6,0.7,6.31,0.35,0.02,0.37,0.51,0.93,39.62,0.1,0.02,1.5,10,8.83,93.64,7.5,12.16,25.36,9.1,13.79,5,"Trenton","Potage",4,7000,0.5,1.3,0.0013,9,0.029,0.002,320,0.0011,0.53,0.013,0.00021,0.73,0.0013,0.0017,0.16,177.68,0.0025,0.0014
6464,0.49,2.22,0.04,0.38,0.13,0.08,1.08,44.36,0.09,0.02,1.5,10,8.83,92.09,7.5,17.59,19.74,2.87,1.5,7.97,"Trenton","Potage",4,4900,0.082,2.2,0.00059,4.5,0.78,0.00031,5.8,0.0015,0.27,0.019,0.00031,0.16,0.0018,0.0036,0.05,150.24,0.002,0.002
6464.6,0.49,2.22,0.04,0.38,0.13,0.08,1.08,44.36,0.09,0.02,1.5,10,8.83,92.09,7.5,17.59,19.74,2.87,1.5,7.97,"Trenton","Potage",4,4900,0.082,2.2,0.00059,4.5,0.78,0.00031,5.8,0.0015,0.27,0.019,0.00031,0.16,0.0018,0.0036,0.05,150.24,0.002,0.002
6465,0.38,5.22,0.03,0.001,0.14,0.23,0.3,41.19,0.08,0.02,1.5,10,8.83,104.51,7.5,16.26,15.4,4.55,1.5,5,"Trenton","Potage",4,3800,0.079,0.79,0.0012,14,0.0026,0.00039,5200,0.002,0.37,0.028,0.00039,0.61,0.0023,0.0043,0.13,132.72,0.0019,0.0026
6465.6,0.38,5.22,0.03,0.001,0.14,0.23,0.3,41.19,0.08,0.02,1.5,10,8.83,104.51,7.5,16.26,15.4,4.55,1.5,5,"Trenton","Potage",4,3800,0.079,0.79,0.0012,14,0.0026,0.00039,5200,0.002,0.37,0.028,0.00039,0.61,0.0023,0.0043,0.13,132.72,0.0019,0.0026
6466,3.21,23.81,1.12,0.16,1.01,2.66,0.3,13.64,0.04,0.21,1.5,38.37,8.83,74.69,19.24,34.18,11.06,22.01,115.34,10.3,"Trenton","Potage",2,32100,0.35,0.093,0.00069,7.4,0.05,0.0036,150,6e-04,0.31,0.0023,4.7e-05,0.83,0.00028,0.0011,1.7,132.8,0.0029,0.0012
6466.6,3.21,23.81,1.12,0.16,1.01,2.66,0.3,13.64,0.04,0.21,1.5,38.37,8.83,74.69,19.24,34.18,11.06,22.01,115.34,10.3,"Trenton","Potage",2,32100,0.35,0.093,0.00069,7.4,0.05,0.0036,150,6e-04,0.31,0.0023,4.7e-05,0.83,0.00028,0.0011,1.7,132.8,0.0029,0.0012
6467,5.01,36.77,1.6,0.25,1.37,1.34,1.19,4.67,0.04,0.02,1.5,56.41,12.84,81.79,26.92,50.52,11.31,23.21,139.5,12.39,"Trenton","Potage",2,50100,0.32,0.24,0.00046,7.3,0.05,0.0028,150,0.00054,0.27,0.0016,3e-05,0.27,0.00026,0.001,7.9,173.56,0.0086,0.0011
6467.6,5.01,36.77,1.6,0.25,1.37,1.34,1.19,4.67,0.04,0.02,1.5,56.41,12.84,81.79,26.92,50.52,11.31,23.21,139.5,12.39,"Trenton","Potage",2,50100,0.32,0.24,0.00046,7.3,0.05,0.0028,150,0.00054,0.27,0.0016,3e-05,0.27,0.00026,0.001,7.9,173.56,0.0086,0.0011
6468,1.81,2.86,0.08,4,0.07,0.04,0.3,39.39,0.06,0.02,1.5,10,12.84,87.83,7.5,7.5,15.245,3.01,1.5,5,"Trenton","Potage",4,18100,0.044,0.17,0.00017,1.6,2.2,8.3e-05,0.72,0.00041,0.039,0.0049,8.3e-05,0.022,0.00071,0.00041,0.073,164.98,0.0015,0.00055
6468.6,1.81,2.86,0.08,4,0.07,0.04,0.3,39.39,0.06,0.02,1.5,10,12.84,87.83,7.5,7.5,15.245,3.01,1.5,5,"Trenton","Potage",4,18100,0.044,0.17,0.00017,1.6,2.2,8.3e-05,0.72,0.00041,0.039,0.0049,8.3e-05,0.022,0.00071,0.00041,0.073,164.98,0.0015,0.00055
6469,0.05,1.49,0.05,0.001,0.16,0.08,0.3,45.19,0.11,0.02,1.5,10,12.84,92.26,22.66,11.34,19.18,3.92,1.5,5,"Trenton","Potage",4,500,1,6,0.0078,30,0.02,0.003,1500,0.045,3.2,0.18,0.003,1.6,0.026,0.023,0.033,180.24,0.0024,0.02
6469.6,0.05,1.49,0.05,0.001,0.16,0.08,0.3,45.19,0.11,0.02,1.5,10,12.84,92.26,22.66,11.34,19.18,3.92,1.5,5,"Trenton","Potage",4,500,1,6,0.0078,30,0.02,0.003,1500,0.045,3.2,0.18,0.003,1.6,0.026,0.023,0.033,180.24,0.0024,0.02
6470,0.41,3.27,0.09,1.29,0.16,0.1,0.3,42.29,0.09,0.02,1.5,10,12.84,111.14,7.5,14.52,19.005,4.98,1.5,5,"Trenton","Potage",4,4100,0.22,0.73,0.0012,8,3.1,0.00037,2.5,0.0018,0.39,0.027,0.00037,0.24,0.0031,0.0035,0.077,180.18,0.0021,0.0024
6470.6,0.41,3.27,0.09,1.29,0.16,0.1,0.3,42.29,0.09,0.02,1.5,10,12.84,111.14,7.5,14.52,19.005,4.98,1.5,5,"Trenton","Potage",4,4100,0.22,0.73,0.0012,8,3.1,0.00037,2.5,0.0018,0.39,0.027,0.00037,0.24,0.0031,0.0035,0.077,180.18,0.0021,0.0024
6471,0.16,2.84,0.05,0.001,0.21,0.19,0.3,42.23,0.09,0.02,1.5,10,12.84,89.26,7.5,7.5,18.9175,5.39,14.25,5,"Trenton","Potage",4,1600,0.31,1.9,0.0034,18,0.0062,0.0089,2800,0.0047,1.3,0.056,0.00094,1.2,0.008,0.0047,0.067,179.19,0.0021,0.0062
6471.6,0.16,2.84,0.05,0.001,0.21,0.19,0.3,42.23,0.09,0.02,1.5,10,12.84,89.26,7.5,7.5,18.9175,5.39,14.25,5,"Trenton","Potage",4,1600,0.31,1.9,0.0034,18,0.0062,0.0089,2800,0.0047,1.3,0.056,0.00094,1.2,0.008,0.0047,0.067,179.19,0.0021,0.0062
6472,1.04,4.26,0.11,0.99,0.44,0.29,1.09,40.05,0.08,0.09,1.5,10,12.84,80.79,7.5,7.5,18.83,17.55,47.74,5,"Trenton","Potage",4,10400,0.11,1,0.0017,4.1,0.95,0.0046,4.3,0.00072,0.42,0.0078,0.00014,0.28,0.0012,0.00072,0.11,179.8,0.002,0.00096
6472.6,1.04,4.26,0.11,0.99,0.44,0.29,1.09,40.05,0.08,0.09,1.5,10,12.84,80.79,7.5,7.5,18.83,17.55,47.74,5,"Trenton","Potage",4,10400,0.11,1,0.0017,4.1,0.95,0.0046,4.3,0.00072,0.42,0.0078,0.00014,0.28,0.0012,0.00072,0.11,179.8,0.002,0.00096
6473,0.29,4.76,0.08,0.33,0.1,0.2,0.3,44.42,0.08,0.02,1.5,10,12.84,93.12,7.5,19.66,18.83,3.41,1.5,5,"Trenton","Potage",4,2900,0.28,1,0.0012,16,1.1,0.00052,14,0.0026,0.34,0.032,0.00052,0.69,0.0044,0.0068,0.11,179.32,0.0018,0.0034
6473.6,0.29,4.76,0.08,0.33,0.1,0.2,0.3,44.42,0.08,0.02,1.5,10,12.84,93.12,7.5,19.66,18.83,3.41,1.5,5,"Trenton","Potage",4,2900,0.28,1,0.0012,16,1.1,0.00052,14,0.0026,0.34,0.032,0.00052,0.69,0.0044,0.0068,0.11,179.32,0.0018,0.0034
6474,0.17,1.75,0.05,0.06,0.11,0.1,0.3,45.99,0.08,0.02,1.5,10,12.84,90.41,7.5,13.7,18.83,2.68,9.75,5,"Trenton","Potage",4,1700,0.29,1.8,0.0016,10,0.35,0.0057,29,0.0044,0.65,0.053,0.00088,0.59,0.0076,0.0081,0.038,178.84,0.0017,0.0059
7782,2.12,5.48,0.38,0.001,1.19,0.42,0.75,38.61,0.13,0.02,1.5,10,2,15,7.5,25.78,16.85,9.1,20.91,5,"Utica FM","Washinton",4,21200,0.18,0.35,0.00043,2.6,0.00047,0.00099,5500,0.00035,0.56,0.00071,7.1e-05,0.2,9.4e-05,0.0012,0.14,89.48,0.0034,0.00047
7782.6,7.3,23.7,2.52,0.44,4.36,1.58,0.69,4.82,0.02,0.02,1.5,10,2,15,7.5,7.5,15.99,57.66,135.43,5,"Utica FM","Washinton",3,73000,0.35,0.095,0.00079,3.2,0.06,0.0019,54,1e-04,0.6,0.00021,2.1e-05,0.22,2.7e-05,1e-04,4.9,120.28,0.0041,0.00014
7783,1.04,2.62,0.11,0.001,4.01,0.66,0.3,44.49,0.15,0.02,1.5,10,2,15,7.5,7.5,15.56,1.5,1.5,5,"Utica FM","Washinton",4,10400,0.11,0.29,0.00014,2.5,0.00096,0.00014,2600,0.00072,3.9,0.0014,0.00014,0.63,0.00019,0.00072,0.059,80,0.0034,0.00096
7783.6,4.12,11.97,1.39,0.001,3.66,0.92,0.67,19.92,0.05,0.02,1.5,10,2,15,7.5,7.5,15.345,48.77,104.86,5,"Utica FM","Washinton",3,41200,0.34,0.16,0.0012,2.9,0.00024,0.0025,12000,0.00018,0.89,0.00036,3.6e-05,0.22,4.9e-05,0.00018,0.6,99.62,0.0025,0.00024
7784,8.6,26.01,2.6,0.46,4.26,2.15,0.9,4.83,0.03,0.02,1.5,10,2,15,7.5,72.09,15.2375,56.94,149.79,27.11,"Utica FM","Washinton",3,86000,0.3,0.1,0.00066,3,0.053,0.0017,57,8.7e-05,0.5,0.00017,1.7e-05,0.25,2.3e-05,0.00084,5.4,118.55,0.0062,0.00012
7784.6,1.31,3.61,0.14,0.001,2.765,0.31,0.61,42.6,0.14,0.02,1.5,10,2,15,7.5,7.5,15.18375,1.5,1.5,5,"Utica FM","Washinton",4,13100,0.11,0.47,0.00011,2.8,0.00076,0.00011,3600,0.00057,2.1,0.0011,0.00011,0.24,0.00015,0.00057,0.085,78.975,0.0033,0.00076
7785,1.74,4.91,0.48,0.001,1.27,0.45,0.3,38.13,0.13,0.02,1.5,10,2,15,7.5,15.75,15.13,8.03,18,5,"Utica FM","Washinton",4,17400,0.28,0.17,0.00046,2.8,0.00057,0.001,4900,0.00043,0.73,0.00086,8.6e-05,0.26,0.00011,0.00091,0.13,84.2,0.0034,0.00057
7785.6,9,25.89,2.67,0.001,4.72,1.28,1.26,4.01,0.02,0.02,1.5,10,2,15,7.5,101.49,19.06,58.32,142.14,17.37,"Utica FM","Washinton",3,90000,0.3,0.14,0.00065,2.9,0.00011,0.0016,26000,8.3e-05,0.52,0.00017,1.7e-05,0.14,2.2e-05,0.0011,6.5,134.96,0.005,0.00011
7786,9,25.89,2.67,0.001,4.72,1.28,1.26,4.01,0.02,0.02,1.5,10,2,15,7.5,101.49,19.06,58.32,142.14,17.37,"Utica FM","Washinton",3,90000,0.3,0.14,0.00065,2.9,0.00011,0.0016,26000,8.3e-05,0.52,0.00017,1.7e-05,0.14,2.2e-05,0.0011,6.5,134.96,0.005,0.00011
7786.1,8.04,23.07,2.3,0.001,3.96,1.92,0.76,10.22,0.06,0.02,1.5,10,2,15,7.5,89.96,22.99,50.58,108.32,23.34,"Utica FM","Washinton",3,80400,0.29,0.095,0.00063,2.9,0.00012,0.0013,23000,9.3e-05,0.49,0.00019,1.9e-05,0.24,2.5e-05,0.0011,2.3,144.76,0.0059,0.00012
7786.6,8.04,23.07,2.3,0.001,3.96,1.92,0.76,10.22,0.06,0.02,1.5,10,2,15,7.5,89.96,22.99,50.58,108.32,23.34,"Utica FM","Washinton",3,80400,0.29,0.095,0.00063,2.9,0.00012,0.0013,23000,9.3e-05,0.49,0.00019,1.9e-05,0.24,2.5e-05,0.0011,2.3,144.76,0.0059,0.00012
7787,8.04,23.07,2.3,0.001,3.96,1.92,0.76,10.22,0.06,0.02,1.5,10,2,15,7.5,89.96,22.99,50.58,108.32,23.34,"Utica FM","Washinton",3,80400,0.29,0.095,0.00063,2.9,0.00012,0.0013,23000,9.3e-05,0.49,0.00019,1.9e-05,0.24,2.5e-05,0.0011,2.3,144.76,0.0059,0.00012
7787.1,7.16,22.07,2.48,0.001,4.2,2.05,0.68,8.65,0.04,0.08,1.5,10,2,15,7.5,7.5,19.045,50.69,111.39,5,"Utica FM","Washinton",3,71600,0.35,0.095,0.00071,3.1,0.00014,0.0016,22000,1e-04,0.59,0.00021,2.1e-05,0.29,2.8e-05,1e-04,2.6,131.86,0.0046,0.00014
7787.3,6.72,21.79,2.47,0.41,4.1,1.07,0.69,7.01,0.03,0.02,1.5,10,2,15,7.5,79.3,17.0725,51.2,121.95,5,"Utica FM","Washinton",3,67200,0.37,0.1,0.00076,3.2,0.061,0.0018,53,0.00011,0.61,0.00022,2.2e-05,0.16,3e-05,0.0012,3.1,123.81,0.0043,0.00015
7787.6,9.42,26.97,2.78,0.5,4.54,2.53,1.31,5.54,0.02,0.02,1.5,10,2,15,7.5,81.95,16.08625,61.22,128.43,24.77,"Utica FM","Washinton",3,94200,0.3,0.14,0.00065,2.9,0.053,0.0014,54,8e-05,0.48,0.00016,1.6e-05,0.27,2.1e-05,0.00087,4.9,124.825,0.0036,0.00011
7788,6.35,18.39,2.41,0.001,3.96,1.83,0.81,10.65,0.06,0.02,1.5,10,14.69,15,77.23,89.58,15.1,53.47,116.28,26.48,"Utica FM","Washinton",2,63500,0.38,0.13,0.00084,2.9,0.00016,0.0018,18000,0.0012,0.62,0.00024,2.4e-05,0.29,0.00023,0.0014,1.7,216.48,0.0056,0.00016
7788.6,9.88,25.56,3.08,0.001,4.26,2.93,1.14,3.64,0.02,0.02,1.5,10,7.36,15,51.09,48.54,29.26,64.75,111.35,32.39,"Utica FM","Washinton",3,98800,0.31,0.12,0.00066,2.6,1e-04,0.0011,26000,0.00052,0.43,0.00015,1.5e-05,0.3,7.4e-05,0.00049,7,225.2,0.0055,1e-04
7789,6.08,18.75,2.35,0.001,4.09,1.21,0.7,11.7,0.04,0.02,1.5,10,2,15,7.5,7.5,22.975,48.96,106.42,5,"Utica FM","Washinton",3,60800,0.39,0.12,0.00081,3.1,0.00016,0.0018,19000,0.00012,0.67,0.00025,2.5e-05,0.2,3.3e-05,0.00012,1.6,145.5,0.0034,0.00016
7789.6,8.7,26.9,3.01,0.51,4.66,2.26,1.35,4.48,0.03,0.02,1.5,10,2,68.59,7.5,76.55,16.69,56.13,126.72,27.58,"Utica FM","Washinton",3,87000,0.35,0.16,0.00065,3.1,0.059,0.0015,53,8.6e-05,0.54,0.00079,1.7e-05,0.26,2.3e-05,0.00088,6,130.92,0.0067,0.00011
7790,9.12,25.93,2.79,0.51,4.66,2.14,1.35,4.87,0.03,0.02,1.5,10,2,84.71,30.86,79.41,15.175,58.28,131.08,27.77,"Utica FM","Washinton",3,91200,0.31,0.15,0.00064,2.8,0.056,0.0014,51,0.00034,0.51,0.00093,1.6e-05,0.23,2.2e-05,0.00087,5.3,121.34,0.0062,0.00011
7790.6,8.8,25.73,2.75,0.001,4.21,1.79,0.91,5.35,0.03,0.02,1.5,10,2,69.97,7.5,72.5,13.66,60.51,121.36,23.87,"Utica FM","Washinton",3,88000,0.31,0.1,0.00069,2.9,0.00011,0.0014,26000,8.5e-05,0.48,8e-04,1.7e-05,0.2,2.3e-05,0.00082,4.8,114.64,0.0056,0.00011
7791,8.99,26.7,2.44,0.44,4.2,1.43,0.86,6.45,0.03,0.02,1.5,10,2,15,7.5,70.61,14.915,54.46,129.59,20.07,"Utica FM","Washinton",3,89900,0.27,0.096,0.00061,3,0.049,0.0014,61,8.3e-05,0.47,0.00017,1.7e-05,0.16,2.2e-05,0.00079,4.1,114.7,0.0047,0.00011
7791.6,10.4,27.1,2.99,0.45,4.43,1.19,1.68,4.79,0.02,0.02,1.5,10,2,15,7.5,73.29,15.5425,61.91,120.39,12.59,"Utica FM","Washinton",3,104000,0.29,0.16,6e-04,2.6,0.043,0.0012,60,7.2e-05,0.43,0.00014,1.4e-05,0.11,1.9e-05,7e-04,5.7,126.01,0.0042,9.6e-05
7792,10.08,27.09,2.91,0.001,4.66,1.48,1.3,4.43,0.02,0.02,1.5,10,2,15,7.5,7.5,15.85625,61.72,131.44,5,"Utica FM","Washinton",3,100800,0.29,0.13,0.00061,2.7,9.9e-05,0.0013,27000,7.4e-05,0.46,0.00015,1.5e-05,0.15,2e-05,7.4e-05,6.1,125.985,0.0045,9.9e-05
7792.6,8.3,26.5,2.14,0.001,4.43,2.01,1.12,6.79,0.03,0.02,1.5,10,2,70.67,7.5,87.92,16.17,47.04,139,21.01,"Utica FM","Washinton",3,83000,0.26,0.13,0.00057,3.2,0.00012,0.0017,26000,9e-05,0.53,0.00085,1.8e-05,0.24,2.4e-05,0.0011,3.9,114.92,0.0044,0.00012
7793,6.81,19.67,2.02,0.001,3.69,2.06,1.31,13.28,0.05,0.02,1.5,10,2,15,7.5,7.5,20.22,44.4,92.62,5,"Utica FM","Washinton",3,68100,0.3,0.19,0.00065,2.9,0.00015,0.0014,20000,0.00011,0.54,0.00022,2.2e-05,0.3,2.9e-05,0.00011,1.5,129.2,0.0038,0.00015
7793.6,7.37,22.8,2.75,0.51,4.72,2.49,0.42,3.79,0.02,0.02,1.5,10,2,15,7.5,82.66,24.27,58.38,123.25,25.58,"Utica FM","Washinton",3,73700,0.37,0.057,0.00079,3.1,0.069,0.0017,45,1e-04,0.64,2e-04,2e-05,0.34,2.7e-05,0.0011,6,157.08,0.0053,0.00014
7794,8.07,20.8,2.03,0.001,4.51,2.63,0.96,13.78,0.05,0.02,1.5,10,2,15,7.5,76.91,29.9,49.53,103.3,21.99,"Utica FM","Washinton",3,80700,0.25,0.12,0.00061,2.6,0.00012,0.0013,21000,9.3e-05,0.56,0.00019,1.9e-05,0.33,2.5e-05,0.00095,1.5,168.08,0.0036,0.00012
7794.6,8.89,25.93,2.86,0.51,4.78,1.94,1.17,4.31,0.03,0.02,1.5,10,2,15,7.5,84.74,19.63,59.21,121.96,13.38,"Utica FM","Washinton",3,88900,0.32,0.13,0.00067,2.9,0.057,0.0014,51,8.4e-05,0.54,0.00017,1.7e-05,0.22,2.2e-05,0.00095,6,140.28,0.007,0.00011
7795,8.95,25.03,2.6,0.001,4.12,1.35,1.04,6.62,0.04,0.02,1.5,10,2,15,7.5,65.69,19.03,57.77,128.18,15.39,"Utica FM","Washinton",3,89500,0.29,0.12,0.00065,2.8,0.00011,0.0014,25000,8.4e-05,0.46,0.00017,1.7e-05,0.15,2.2e-05,0.00073,3.8,133.72,0.006,0.00011
7795.6,5.97,18.94,2.56,0.001,5.41,3.32,0.96,7.99,0.03,0.09,1.5,10,2,15,7.5,7.5,16.7,55,124.91,5,"Utica FM","Washinton",3,59700,0.43,0.16,0.00092,3.2,0.00017,0.0021,19000,0.00013,0.91,0.00025,2.5e-05,0.56,3.4e-05,0.00013,2.4,123.76,0.0038,0.00017
7796,8.93,25.39,2.67,0.42,4.52,2.84,1.06,4.37,0.03,0.02,1.5,10,2,76.91,24.76,106.02,14.37,59.9,132.46,24.45,"Utica FM","Washinton",3,89300,0.3,0.12,0.00067,2.8,0.047,0.0015,60,0.00028,0.51,0.00086,1.7e-05,0.32,2.2e-05,0.0012,5.8,116.2,0.0069,0.00011
7796.6,5.66,15.76,1.48,0.001,3.49,1.65,1.33,19.01,0.07,0.02,1.5,10,2,15,7.5,93.36,13.735,41.64,94.12,5,"Utica FM","Washinton",3,56600,0.26,0.23,0.00074,2.8,0.00018,0.0017,16000,0.00013,0.62,0.00027,2.7e-05,0.29,3.5e-05,0.0016,0.83,94.62,0.0037,0.00018
7797,8.97,26.04,2.66,0.48,4.44,2.62,1.01,5.2,0.03,0.04,1.5,10,2,15,45.85,80.7,13.4175,57.3,123.58,28.2,"Utica FM","Washinton",3,89700,0.3,0.11,0.00064,2.9,0.054,0.0014,54,0.00051,0.49,0.00017,1.7e-05,0.29,2.2e-05,9e-04,5,112.23,0.0058,0.00011
7797.6,6.66,21.54,2.85,0.49,4.77,2.12,0.8,4.26,0.02,0.02,1.5,10,2,15,7.5,7.5,13.25875,60.9,126.03,5,"Utica FM","Washinton",3,66600,0.43,0.12,0.00091,3.2,0.074,0.0019,44,0.00011,0.72,0.00023,2.3e-05,0.32,3e-05,0.00011,5.1,114.635,0.0047,0.00015
7798,7.56,21.68,2.49,0.001,4.4,2.1,0.6,9.1,0.04,0.06,1.5,10,2,15,7.5,78.97,13.179375,50.69,122.38,30.91,"Utica FM","Washinton",3,75600,0.33,0.079,0.00067,2.9,0.00013,0.0016,22000,9.9e-05,0.58,2e-04,2e-05,0.28,2.6e-05,0.001,2.4,108.5575,0.0044,0.00013
7798.6,1.51,4.37,0.27,0.001,1.1,0.39,0.3,41.11,0.12,0.02,1.5,10,2,15,7.5,7.5,13.1396875,1.5,1.5,5,"Utica FM","Washinton",4,15100,0.18,0.2,9.9e-05,2.9,0.00066,9.9e-05,4400,5e-04,0.73,0.00099,9.9e-05,0.26,0.00013,5e-04,0.11,72.87875,0.0029,0.00066
