"Depth","Al_wt%","Si_wt%","K_wt%","Ti_wt%","Fe_wt%","S_wt%","Mg_wt%","Ca_wt%","Sr_wt%","P_wt%","Mo_ppm","V_ppm","U_ppm","Ni_ppm","Cu_ppm","Zn_ppm","Th_ppm","Rb_ppm","Zr_ppm","Pb_ppm","Formation","chemofacies","Factor1","Factor2","Factor3"
7855,6.71,21.05,2.08,0.001,3.18,1.56,1.02,13.01,0.05,0.02,1.5,10,10.72,15,7.5,57.47,17.12625,41.5,107.01,26.86,"Point Pleasant FM",3,0.436610273648133,0.924099104364922,-0.0594183390990069
7855.6,6.71,21.05,2.08,0.001,3.18,1.56,1.02,13.01,0.05,0.02,1.5,10,10.72,15,7.5,57.47,17.12625,41.5,107.01,26.86,"Point Pleasant FM",3,0.436610273648133,0.924099104364922,-0.0594183390990069
7856,5.89,18.21,1.95,0.001,2.99,0.89,1.01,15.95,0.05,0.02,1.5,10,2,15,7.5,59.2,17.038125,41.82,97.53,19.27,"Point Pleasant FM",3,0.314077232400022,1.28861100389631,0.286798326275004
7856.6,5.89,18.21,1.95,0.001,2.99,0.89,1.01,15.95,0.05,0.02,1.5,10,2,15,7.5,59.2,17.038125,41.82,97.53,19.27,"Point Pleasant FM",3,0.314077232400022,1.28861100389631,0.286798326275004
7857,7.47,23.88,2.44,0.001,3.33,0.94,0.82,8.75,0.03,0.02,1.5,10,2,81.09,7.5,59.69,16.9940625,50.72,113.71,27.32,"Point Pleasant FM",3,0.716147859550435,0.964454681049013,0.196295121412679
7857.6,7.47,23.88,2.44,0.001,3.33,0.94,0.82,8.75,0.03,0.02,1.5,10,2,81.09,7.5,59.69,16.9940625,50.72,113.71,27.32,"Point Pleasant FM",3,0.716147859550435,0.964454681049013,0.196295121412679
7858,7.68,23.5,2.54,0.001,3.56,1.52,0.68,9.05,0.04,0.02,1.5,10,2,15,7.5,104.14,16.95,51.01,100.58,42.22,"Point Pleasant FM",3,0.744958081940184,1.61290568079034,-0.580212485050445
7858.6,7.68,23.5,2.54,0.001,3.56,1.52,0.68,9.05,0.04,0.02,1.5,10,2,15,7.5,104.14,16.95,51.01,100.58,42.22,"Point Pleasant FM",3,0.744958081940184,1.61290568079034,-0.580212485050445
7859,1.56,5.49,0.39,0.001,1.12,0.56,0.61,38.34,0.18,0.02,3.51,10,2,15,7.5,24.97,29.26,10.65,19.79,5,"Point Pleasant FM",4,-1.84375736949037,1.34468188128454,-0.212655829459361
7859.6,1.56,5.49,0.39,0.001,1.12,0.56,0.61,38.34,0.18,0.02,3.51,10,2,15,7.5,24.97,29.26,10.65,19.79,5,"Point Pleasant FM",4,-1.84375736949037,1.34468188128454,-0.212655829459361
7860,2.74,9.3,0.71,0.001,1.6,0.62,0.48,33.12,0.12,0.02,1.5,10,2,15,7.5,7.5,24.755,16.71,1.5,5,"Point Pleasant FM",4,-1.36308433869794,1.43983481167915,0.117569998724826
7860.6,2.74,9.3,0.71,0.001,1.6,0.62,0.48,33.12,0.12,0.02,1.5,10,2,15,7.5,7.5,24.755,16.71,1.5,5,"Point Pleasant FM",4,-1.36308433869794,1.43983481167915,0.117569998724826
7861,1.67,5.29,0.33,0.001,1.58,1.08,0.3,40.14,0.2,0.02,1.5,10,2,15,7.5,25.45,20.25,7.14,22.37,8.04,"Point Pleasant FM",4,-1.82541449812123,1.22366582445847,-0.162233508635969
7861.6,1.67,5.29,0.33,0.001,1.58,1.08,0.3,40.14,0.2,0.02,1.5,10,2,15,7.5,25.45,20.25,7.14,22.37,8.04,"Point Pleasant FM",4,-1.82541449812123,1.22366582445847,-0.162233508635969
7862,6.32,22.02,1.93,0.001,2.85,1.23,0.57,14.45,0.06,0.02,1.5,10,2,15,7.5,94.55,22.82,41.16,114.27,39.12,"Point Pleasant FM",3,0.297013044076861,1.5867533411231,-0.514146051171425
7862.6,6.32,22.02,1.93,0.001,2.85,1.23,0.57,14.45,0.06,0.02,1.5,10,2,15,7.5,94.55,22.82,41.16,114.27,39.12,"Point Pleasant FM",3,0.297013044076861,1.5867533411231,-0.514146051171425
7863,13.58,23.13,4.93,0.001,1.9,0.64,0.59,0.21,0.00015,0.02,1.5,10,10.72,15,7.5,7.5,66.88,80.07,111.875,21.36,"Point Pleasant FM",3,1.26596285455301,2.67540456157795,-0.186145576911945
7863.6,13.58,23.13,4.93,0.001,1.9,0.64,0.59,0.21,0.00015,0.02,1.5,10,10.72,15,7.5,7.5,66.88,80.07,111.875,21.36,"Point Pleasant FM",3,1.26596285455301,2.67540456157795,-0.186145576911945
7864,6.76,23.87,2.07,0.001,2.88,1.13,0.71,12.43,0.04,0.02,1.5,10,2,15,7.5,7.5,42.79,42.98,109.48,5,"Point Pleasant FM",3,0.306233997689274,2.07974517661949,0.165206512688474
7864.6,6.76,23.87,2.07,0.001,2.88,1.13,0.71,12.43,0.04,0.02,1.5,10,2,15,7.5,7.5,42.79,42.98,109.48,5,"Point Pleasant FM",3,0.306233997689274,2.07974517661949,0.165206512688474
7865,6.42,22.5,2.1,0.001,3.11,2.57,0.47,11.39,0.04,0.02,1.5,10,2,15,7.5,7.5,30.745,45.69,107.45,5,"Point Pleasant FM",3,0.335372567560269,1.98947421095661,-0.183074603273849
7865.6,6.42,22.5,2.1,0.001,3.11,2.57,0.47,11.39,0.04,0.02,1.5,10,2,15,7.5,7.5,30.745,45.69,107.45,5,"Point Pleasant FM",3,0.335372567560269,1.98947421095661,-0.183074603273849
7866,5.49,21.01,1.83,0.001,2.59,1.11,0.64,14.63,0.06,0.02,1.5,10,2,15,7.5,7.5,24.7225,38.43,104.31,5,"Point Pleasant FM",3,0.144144312130083,1.52091843482781,0.49697432508312
7866.6,5.49,21.01,1.83,0.001,2.59,1.11,0.64,14.63,0.06,0.02,1.5,10,2,15,7.5,7.5,24.7225,38.43,104.31,5,"Point Pleasant FM",3,0.144144312130083,1.52091843482781,0.49697432508312
7867,5.68,21.69,1.84,0.001,2.28,1,0.67,15.07,0.05,0.02,1.5,10,2,15,7.5,85.84,18.7,37.38,103.59,12.65,"Point Pleasant FM",3,0.316295601470587,1.23718343829555,0.444176755828106
7867.6,5.68,21.69,1.84,0.001,2.28,1,0.67,15.07,0.05,0.02,1.5,10,2,15,7.5,85.84,18.7,37.38,103.59,12.65,"Point Pleasant FM",3,0.316295601470587,1.23718343829555,0.444176755828106
7867.8,2.31,7.17,0.47,0.001,2.66,4.37,0.3,36.1,0.27,0.02,1.5,10,2,15,7.5,7.5,17.42,1.5,1.5,5,"Point Pleasant FM",4,-1.96821860286605,1.64041599899105,-1.47075474662638
7868,6.95,25.58,2.11,0.001,2.67,1.03,0.99,10.39,0.04,0.02,1.5,10,2,15,7.5,76.09,16.78,42.94,102.31,27.24,"Point Pleasant FM",3,0.624840263431657,1.32831115700583,0.130395789234611
7868.6,6.95,25.58,2.11,0.001,2.67,1.03,0.99,10.39,0.04,0.02,1.5,10,2,15,7.5,76.09,16.78,42.94,102.31,27.24,"Point Pleasant FM",3,0.624840263431657,1.32831115700583,0.130395789234611
7869,5.91,22.27,1.89,0.001,2.72,1.99,0.5,13.77,0.05,0.02,1.5,10,2,15,7.5,70.09,16.46,37.87,108.04,34.42,"Point Pleasant FM",3,0.266100159419021,1.54073898384504,-0.546714488184302
7869.6,5.91,22.27,1.89,0.001,2.72,1.99,0.5,13.77,0.05,0.02,1.5,10,2,15,7.5,70.09,16.46,37.87,108.04,34.42,"Point Pleasant FM",3,0.266100159419021,1.54073898384504,-0.546714488184302
7870,5.17,19.65,2,0.001,2.4,1.04,0.3,14.34,0.05,0.02,1.5,10,2,15,7.5,88.59,16.14,39.57,88.66,19.77,"Point Pleasant FM",3,0.201263175385748,1.3202831064007,0.187209329437193
7870.6,5.17,19.65,2,0.001,2.4,1.04,0.3,14.34,0.05,0.02,1.5,10,2,15,7.5,88.59,16.14,39.57,88.66,19.77,"Point Pleasant FM",3,0.201263175385748,1.3202831064007,0.187209329437193
7871,4.42,18.52,1.59,0.001,2.19,3.06,0.54,16.62,0.06,0.02,1.5,10,2,15,7.5,7.5,18.18,33.69,90.92,5,"Point Pleasant FM",3,-0.138577991319765,1.57324917309907,-0.207896112296599
7871.6,4.42,18.52,1.59,0.001,2.19,3.06,0.54,16.62,0.06,0.02,1.5,10,2,15,7.5,7.5,18.18,33.69,90.92,5,"Point Pleasant FM",3,-0.138577991319765,1.57324917309907,-0.207896112296599
7872,6.22,24.02,1.93,0.38,2.74,1.59,0.82,12.36,0.05,0.02,1.5,10,2,15,7.5,81.17,20.22,41.54,95.96,22.84,"Point Pleasant FM",3,0.402150404788466,1.36483640230361,-0.0539026451174814
7872.6,6.22,24.02,1.93,0.38,2.74,1.59,0.82,12.36,0.05,0.02,1.5,10,2,15,7.5,81.17,20.22,41.54,95.96,22.84,"Point Pleasant FM",3,0.402150404788466,1.36483640230361,-0.0539026451174814
7873,6.41,23.79,2.07,0.001,2.9,1.5,0.84,11.27,0.04,0.02,1.5,10,2,15,7.5,7.5,20.045,43.77,97.07,5,"Point Pleasant FM",3,0.466422441655783,1.49357471151948,0.490136886851422
7873.6,6.41,23.79,2.07,0.001,2.9,1.5,0.84,11.27,0.04,0.02,1.5,10,2,15,7.5,7.5,20.045,43.77,97.07,5,"Point Pleasant FM",3,0.466422441655783,1.49357471151948,0.490136886851422
7874,6.02,23.47,1.94,0.001,2.94,2.8,0.57,12.06,0.05,0.02,1.5,10,2,15,7.5,157.12,19.9575,41.5,93.19,32.25,"Point Pleasant FM",3,0.413892879128273,1.58445054430479,-0.946056108967839
7874.6,6.02,23.47,1.94,0.001,2.94,2.8,0.57,12.06,0.05,0.02,1.5,10,2,15,7.5,157.12,19.9575,41.5,93.19,32.25,"Point Pleasant FM",3,0.413892879128273,1.58445054430479,-0.946056108967839
7875,5.94,20.63,1.78,0.001,2.21,1.1,0.89,16.78,0.06,0.02,1.5,10,2,15,7.5,64.18,19.91375,35.09,87.86,18.84,"Point Pleasant FM",3,0.136223987039268,1.35125762252109,0.151610660129602
7875.6,5.94,20.63,1.78,0.001,2.21,1.1,0.89,16.78,0.06,0.02,1.5,10,2,15,7.5,64.18,19.91375,35.09,87.86,18.84,"Point Pleasant FM",3,0.136223987039268,1.35125762252109,0.151610660129602
7876,6.64,20.91,2.44,0.001,2.78,1.17,0.68,11.57,0.04,0.02,1.5,10,2,15,7.5,79.34,19.891875,49.04,93.9,31.92,"Point Pleasant FM",3,0.486839804086295,1.56253781800324,-0.202181424522328
7876.6,6.64,20.91,2.44,0.001,2.78,1.17,0.68,11.57,0.04,0.02,1.5,10,2,15,7.5,79.34,19.891875,49.04,93.9,31.92,"Point Pleasant FM",3,0.486839804086295,1.56253781800324,-0.202181424522328
7877,6.64,20.91,2.44,0.001,2.78,1.17,0.68,11.57,0.04,0.02,1.5,10,2,15,7.5,79.34,19.891875,49.04,93.9,31.92,"Point Pleasant FM",3,0.486839804086295,1.56253781800324,-0.202181424522328
7877.6,6.64,20.91,2.44,0.001,2.78,1.17,0.68,11.57,0.04,0.02,1.5,10,2,15,7.5,79.34,19.891875,49.04,93.9,31.92,"Point Pleasant FM",3,0.486839804086295,1.56253781800324,-0.202181424522328
7878,5.83,21.47,1.95,0.001,2.92,1.62,0.99,12.24,0.04,0.02,1.5,10,2,15,47.09,68.87,19.8809375,40.85,86.67,30.26,"Point Pleasant FM",3,0.25781522231,1.19248799078104,-0.626949627587565
7878.6,5.83,21.47,1.95,0.001,2.92,1.62,0.99,12.24,0.04,0.02,1.5,10,2,15,47.09,68.87,19.8809375,40.85,86.67,30.26,"Point Pleasant FM",3,0.25781522231,1.19248799078104,-0.626949627587565
7879,6.62,21.87,2.06,0.001,2.89,1.77,0.68,13.92,0.05,0.02,1.5,10,2,15,7.5,60.92,19.87,41.64,85.64,32.77,"Point Pleasant FM",3,0.272767070577599,1.6642635902121,-0.532496239250751
7879.6,6.62,21.87,2.06,0.001,2.89,1.77,0.68,13.92,0.05,0.02,1.5,10,2,15,7.5,60.92,19.87,41.64,85.64,32.77,"Point Pleasant FM",3,0.272767070577599,1.6642635902121,-0.532496239250751
7880,6.14,21.28,1.94,0.001,2.61,1.39,0.88,15.04,0.05,0.02,1.5,10,2,15,7.5,7.5,17.43,40.42,85.65,5,"Point Pleasant FM",3,0.262087551349337,1.38651501389779,0.524098183686865
7880.6,6.14,21.28,1.94,0.001,2.61,1.39,0.88,15.04,0.05,0.02,1.5,10,2,15,7.5,7.5,17.43,40.42,85.65,5,"Point Pleasant FM",3,0.262087551349337,1.38651501389779,0.524098183686865
7881,5.17,19.37,1.57,0.001,2.35,1.83,0.98,18.64,0.06,0.02,1.5,10,2,15,7.5,89.54,16.21,33.66,95.67,20.68,"Point Pleasant FM",3,0.0951952728590178,1.24889115958493,-0.132195227624212
7881.6,5.17,19.37,1.57,0.001,2.35,1.83,0.98,18.64,0.06,0.02,1.5,10,2,15,7.5,89.54,16.21,33.66,95.67,20.68,"Point Pleasant FM",3,0.0951952728590178,1.24889115958493,-0.132195227624212
7882,6.27,22.97,2.05,0.001,2.99,1.74,0.7,11.91,0.04,0.02,1.5,10,2,15,28.11,128.12,14.99,42.72,98.5,35.02,"Point Pleasant FM",3,0.494447069304526,1.20589981880052,-0.580765431131437
7882.6,6.27,22.97,2.05,0.001,2.99,1.74,0.7,11.91,0.04,0.02,1.5,10,2,15,28.11,128.12,14.99,42.72,98.5,35.02,"Point Pleasant FM",3,0.494447069304526,1.20589981880052,-0.580765431131437
7883,7.15,24.58,2.25,0.001,3.1,1.46,1.18,10.52,0.04,0.02,1.5,10,2,73.04,7.5,89.12,19.4,46.23,109.51,29.91,"Point Pleasant FM",3,0.635475954627488,1.01238422962511,-0.150181506606571
7883.6,7.15,24.58,2.25,0.001,3.1,1.46,1.18,10.52,0.04,0.02,1.5,10,2,73.04,7.5,89.12,19.4,46.23,109.51,29.91,"Point Pleasant FM",3,0.635475954627488,1.01238422962511,-0.150181506606571
7884,6.02,20.62,2.3,0.44,2.86,1.49,0.61,13.18,0.04,0.02,1.5,10,2,15,7.5,88.16,24.96,44.23,104.29,17.57,"Point Pleasant FM",3,0.430259093239337,1.49153993301005,0.0402389385190779
7884.6,6.02,20.62,2.3,0.44,2.86,1.49,0.61,13.18,0.04,0.02,1.5,10,2,15,7.5,88.16,24.96,44.23,104.29,17.57,"Point Pleasant FM",3,0.430259093239337,1.49153993301005,0.0402389385190779
7885,7.48,25.82,2.27,0.001,3.15,1.62,0.61,9.44,0.04,0.02,1.5,10,2,15,7.5,119.15,21.175,48.9,112.61,5,"Point Pleasant FM",3,0.858863749427825,1.38787124349582,0.431566396593832
7885.6,7.48,25.82,2.27,0.001,3.15,1.62,0.61,9.44,0.04,0.02,1.5,10,2,15,7.5,119.15,21.175,48.9,112.61,5,"Point Pleasant FM",3,0.858863749427825,1.38787124349582,0.431566396593832
7886,6.56,21.36,2.01,0.001,3.45,3.12,1.11,13.58,0.04,0.02,1.5,10,2,77.22,7.5,36.66,19.2825,41.6,90.33,46.11,"Point Pleasant FM",3,0.183233852991691,1.45215282434708,-1.40690035130695
7886.6,6.56,21.36,2.01,0.001,3.45,3.12,1.11,13.58,0.04,0.02,1.5,10,2,77.22,7.5,36.66,19.2825,41.6,90.33,46.11,"Point Pleasant FM",3,0.183233852991691,1.45215282434708,-1.40690035130695
7887,5.59,22.7,1.91,0.001,2.4,0.97,0.49,13.42,0.05,0.02,1.5,10,2,15,7.5,78.58,18.33625,40.17,96.15,19.53,"Point Pleasant FM",3,0.297601311419225,1.33446298761009,0.244444303092493
7887.6,5.59,22.7,1.91,0.001,2.4,0.97,0.49,13.42,0.05,0.02,1.5,10,2,15,7.5,78.58,18.33625,40.17,96.15,19.53,"Point Pleasant FM",3,0.297601311419225,1.33446298761009,0.244444303092493
7888,7.45,24.8,2.31,0.001,3.65,1.84,0.92,8.16,0.03,0.02,1.5,10,2,15,43.09,71.71,17.39,47.4,95.52,45.95,"Point Pleasant FM",3,0.619574997737846,1.40129995077617,-1.03859013017183
7888.6,7.45,24.8,2.31,0.001,3.65,1.84,0.92,8.16,0.03,0.02,1.5,10,2,15,43.09,71.71,17.39,47.4,95.52,45.95,"Point Pleasant FM",3,0.619574997737846,1.40129995077617,-1.03859013017183
7889,5.74,21.8,2.11,0.001,3.26,1.68,0.72,9.4,0.03,0.02,1.5,10,2,15,7.5,7.5,16.42,46.17,103.57,5,"Point Pleasant FM",3,0.518940703080541,1.44698757265901,0.485731390162586
7889.6,5.74,21.8,2.11,0.001,3.26,1.68,0.72,9.4,0.03,0.02,1.5,10,2,15,7.5,7.5,16.42,46.17,103.57,5,"Point Pleasant FM",3,0.518940703080541,1.44698757265901,0.485731390162586
7890,5.74,21.8,2.11,0.001,3.26,1.68,0.72,9.4,0.03,0.02,1.5,10,2,15,7.5,7.5,16.42,46.17,103.57,5,"Point Pleasant FM",3,0.518940703080541,1.44698757265901,0.485731390162586
7890.6,5.74,21.8,2.11,0.001,3.26,1.68,0.72,9.4,0.03,0.02,1.5,10,2,15,7.5,7.5,16.42,46.17,103.57,5,"Point Pleasant FM",3,0.518940703080541,1.44698757265901,0.485731390162586
7891,6.29,23.23,1.94,0.001,3.02,2.76,0.79,12.7,0.04,0.02,1.5,10,2,15,34.8,51.97,15.935,40.27,89.38,32.51,"Point Pleasant FM",3,0.28151115947904,1.430634291771,-0.976345056896208
7891.6,6.29,23.23,1.94,0.001,3.02,2.76,0.79,12.7,0.04,0.02,1.5,10,2,15,34.8,51.97,15.935,40.27,89.38,32.51,"Point Pleasant FM",3,0.28151115947904,1.430634291771,-0.976345056896208
7892,5.66,20.31,1.79,0.001,2.55,1.78,0.59,15.81,0.05,0.02,1.5,10,2,15,45.2,80.76,15.6925,37.27,89.01,20.79,"Point Pleasant FM",3,0.132912638268671,1.05069379999105,-0.357959267272184
7892.6,5.66,20.31,1.79,0.001,2.55,1.78,0.59,15.81,0.05,0.02,1.5,10,2,15,45.2,80.76,15.6925,37.27,89.01,20.79,"Point Pleasant FM",3,0.132912638268671,1.05069379999105,-0.357959267272184
7893,6.58,23.55,2.14,0.001,3.01,2.27,0.52,11.85,0.04,0.02,1.5,10,2,15,7.5,7.5,15.57125,44.01,100.2,5,"Point Pleasant FM",3,0.473001512505766,1.54014080115776,0.259324624667359
7893.6,6.58,23.55,2.14,0.001,3.01,2.27,0.52,11.85,0.04,0.02,1.5,10,2,15,7.5,7.5,15.57125,44.01,100.2,5,"Point Pleasant FM",3,0.473001512505766,1.54014080115776,0.259324624667359
7894,6.9,24.07,1.96,0.001,2.72,1.44,0.77,12.69,0.04,0.02,1.5,10,2,15,7.5,7.5,15.510625,39.38,98.79,5,"Point Pleasant FM",3,0.46678022613875,1.37088891790162,0.60792385856149
7894.6,6.9,24.07,1.96,0.001,2.72,1.44,0.77,12.69,0.04,0.02,1.5,10,2,15,7.5,7.5,15.510625,39.38,98.79,5,"Point Pleasant FM",3,0.46678022613875,1.37088891790162,0.60792385856149
7895,6.9,24.07,1.96,0.001,2.72,1.44,0.77,12.69,0.04,0.02,1.5,10,2,15,7.5,7.5,15.510625,39.38,98.79,5,"Point Pleasant FM",3,0.46678022613875,1.37088891790162,0.60792385856149
7895.6,6.9,24.07,1.96,0.001,2.72,1.44,0.77,12.69,0.04,0.02,1.5,10,2,15,7.5,7.5,15.510625,39.38,98.79,5,"Point Pleasant FM",3,0.46678022613875,1.37088891790162,0.60792385856149
7896,5.24,19.2,1.77,0.001,2.52,1.48,0.75,15.81,0.05,0.02,1.5,10,2,15,39.14,81.66,15.4803125,31.75,96.85,29.99,"Point Pleasant FM",3,0.0876645328624217,1.07194096215398,-0.455044173900059
7896.6,5.24,19.2,1.77,0.001,2.52,1.48,0.75,15.81,0.05,0.02,1.5,10,2,15,39.14,81.66,15.4803125,31.75,96.85,29.99,"Point Pleasant FM",3,0.0876645328624217,1.07194096215398,-0.455044173900059
7897,5.85,23.47,1.84,0.001,2.52,1.93,0.64,12.88,0.04,0.02,1.5,10,2,15,46.22,96.86,15.46515625,39.23,104.25,28.17,"Point Pleasant FM",3,0.332091382916717,1.04326025024115,-0.538427878938785
7897.6,5.85,23.47,1.84,0.001,2.52,1.93,0.64,12.88,0.04,0.02,1.5,10,2,15,46.22,96.86,15.46515625,39.23,104.25,28.17,"Point Pleasant FM",3,0.332091382916717,1.04326025024115,-0.538427878938785
7898,5.74,20.6,2.01,0.001,2.87,1.82,0.79,12.01,0.05,0.02,1.5,10,2,15,30.21,62.41,15.457578125,37,86.48,43.1,"Point Pleasant FM",3,0.169174652436734,1.37772826318933,-0.911186612249108
7898.6,5.74,20.6,2.01,0.001,2.87,1.82,0.79,12.01,0.05,0.02,1.5,10,2,15,30.21,62.41,15.457578125,37,86.48,43.1,"Point Pleasant FM",3,0.169174652436734,1.37772826318933,-0.911186612249108
7899,5.84,21.6,1.91,0.001,2.46,1.52,1.04,15.06,0.05,0.02,1.5,10,2,15,42,62.24,15.4537890625,37.91,95.59,18.99,"Point Pleasant FM",3,0.269032078272999,0.973021671237189,-0.0870345618003281
7899.6,5.84,21.6,1.91,0.001,2.46,1.52,1.04,15.06,0.05,0.02,1.5,10,2,15,42,62.24,15.4537890625,37.91,95.59,18.99,"Point Pleasant FM",3,0.269032078272999,0.973021671237189,-0.0870345618003281
7900,5.78,19.5,1.55,0.001,2.09,1.29,0.48,19.58,0.07,0.02,1.5,10,2,15,7.5,23.73,15.45189453125,29.62,100.46,22.57,"Point Pleasant FM",3,-0.0905476232264643,1.37598528979999,0.0476500652037884
7900.6,5.78,19.5,1.55,0.001,2.09,1.29,0.48,19.58,0.07,0.02,1.5,10,2,15,7.5,23.73,15.45189453125,29.62,100.46,22.57,"Point Pleasant FM",3,-0.0905476232264643,1.37598528979999,0.0476500652037884
7901,5.78,19.5,1.55,0.001,2.09,1.29,0.48,19.58,0.07,0.02,1.5,10,2,15,7.5,23.73,15.45189453125,29.62,100.46,22.57,"Point Pleasant FM",3,-0.0905476232264643,1.37598528979999,0.0476500652037884
7901.6,5.78,19.5,1.55,0.001,2.09,1.29,0.48,19.58,0.07,0.02,1.5,10,2,15,7.5,23.73,15.45189453125,29.62,100.46,22.57,"Point Pleasant FM",3,-0.0905476232264643,1.37598528979999,0.0476500652037884
7902,6.94,23.25,1.97,0.001,2.93,2.37,1.43,12.66,0.05,0.02,1.5,10,2,15,7.5,7.5,15.450947265625,36.75,102.2,5,"Point Pleasant FM",3,0.506716880546134,1.3725677904395,0.268394610637342
7902.6,6.94,23.25,1.97,0.001,2.93,2.37,1.43,12.66,0.05,0.02,1.5,10,2,15,7.5,7.5,15.450947265625,36.75,102.2,5,"Point Pleasant FM",3,0.506716880546134,1.3725677904395,0.268394610637342
7903,6.1,23.22,2.01,0.001,2.35,1.25,0.64,12.65,0.04,0.02,1.5,10,10.09,15,7.5,75.6,15.4504736328125,41.01,88.87,19.11,"Point Pleasant FM",3,0.373203170346174,0.820906000905457,0.303429318241264
7903.6,6.1,23.22,2.01,0.001,2.35,1.25,0.64,12.65,0.04,0.02,1.5,10,10.09,15,7.5,75.6,15.4504736328125,41.01,88.87,19.11,"Point Pleasant FM",3,0.373203170346174,0.820906000905457,0.303429318241264
7904,6.22,23.03,1.88,0.001,2.32,1.2,0.65,13.7,0.05,0.02,1.5,10,2,15,42.8,77.1,15.45,36.43,106.69,15.81,"Point Pleasant FM",3,0.344121581654936,0.92251861488434,0.147795626459095
7904.6,6.22,23.03,1.88,0.001,2.32,1.2,0.65,13.7,0.05,0.02,1.5,10,2,15,42.8,77.1,15.45,36.43,106.69,15.81,"Point Pleasant FM",3,0.344121581654936,0.92251861488434,0.147795626459095
7905,4.75,22.6,1.62,0.001,2.59,1.72,0.4,13.02,0.04,0.02,1.5,10,2,15,7.5,7.5,19.255,35.52,100.27,5,"Point Pleasant FM",3,0.138424795457051,1.48117098544794,0.353888477179129
7905.6,4.75,22.6,1.62,0.001,2.59,1.72,0.4,13.02,0.04,0.02,1.5,10,2,15,7.5,7.5,19.255,35.52,100.27,5,"Point Pleasant FM",3,0.138424795457051,1.48117098544794,0.353888477179129
7906,5.09,16.55,1.27,0.001,1.99,1.36,0.73,23.94,0.09,0.02,1.5,10,2,15,7.5,7.5,21.1575,22.75,59.94,5,"Point Pleasant FM",4,-0.493225984834374,1.42741599069114,0.232688733897841
7906.6,5.09,16.55,1.27,0.001,1.99,1.36,0.73,23.94,0.09,0.02,1.5,10,2,15,7.5,7.5,21.1575,22.75,59.94,5,"Point Pleasant FM",4,-0.493225984834374,1.42741599069114,0.232688733897841
7907,5.09,16.55,1.27,0.001,1.99,1.36,0.73,23.94,0.09,0.02,1.5,10,2,15,7.5,7.5,21.1575,22.75,59.94,5,"Point Pleasant FM",4,-0.493225984834374,1.42741599069114,0.232688733897841
