Depth,Al_wt%,Si_wt%,K_wt%,Ti_wt%,Fe_wt%,S_wt%,Mg_wt%,Ca_wt%,Sr_wt%,P_wt%,Mo_ppm,V_ppm,U_ppm,Ni_ppm,Cu_ppm,Zn_ppm,Th_ppm,Rb_ppm,Zr_ppm,Pb_ppm,chemofacies,Factor1,Factor2,Factor3,TOC_(wt.%),Total_Porosity,Quartz,Plagioclase,K-Feldspar,Calcite,Siderite,Ankerite,Dolomite,Pyrite,Fluorapatite,Barite,Total_Clay,MBI
6382,2.53,11.51,0.79,0.001,0.72,0.95,0.92,30.68,0.21,0.17,1.5,10,8.83,92.74,7.5,19.35,6.05,38.1,45.02,5,4,-1.33036833627921,-0.483731853851156,0.663906149817181,3.7033333333333336,0.03507198275862093,11.811320754716904,0,5.433962264150715,59.660377358490834,0,2.9056603773584526,3.811320754716905,2.9056603773584526,0,0,14.283018867924643,0.7990566037735846
6382.6,2.53,11.51,0.79,0.001,0.72,0.95,0.92,30.68,0.21,0.17,1.5,10,8.83,92.74,7.5,19.35,6.05,38.1,45.02,5,4,-1.33036833627921,-0.483731853851156,0.663906149817181,3.528333333333267,0.033494396551723225,11.678135405105285,0,5.034406215315854,60.126526082131505,0,2.8390677025526423,3.6781354051052846,2.8390677025526423,0,0,14.482796892342073,0.7983906770255265
6383,3.07,12.82,1.63,0.11,0.68,0.86,0.81,28.67,0.14,0.18,1.5,28.44,8.83,87.46,39.46,25.57,4.93,42.77,55.41,8.54,4,-0.901395483715778,-0.692602420575436,0.563800342306388,3.4438461538461755,0.03283417721518986,11.589345172031006,0,4.7680355160930175,60.43729189789148,0,2.794672586015503,3.5893451720310057,2.794672586015503,0,0,14.61598224195349,0.797946725860155
6383.6,3.07,12.82,1.63,0.11,0.68,0.86,0.81,28.67,0.14,0.18,1.5,28.44,8.83,87.46,39.46,25.57,4.93,42.77,55.41,8.54,4,-0.901395483715778,-0.692602420575436,0.563800342306388,3.365384615384582,0.03219620253164514,11.456159822419385,0,4.368479467258156,60.90344062153215,0,2.7280799112096927,3.4561598224193855,2.7280799112096927,0,0,14.815760266370923,0.7972807991120969
6384,2.12,10.04,0.7,0.001,0.46,0.6,0.76,33.18,0.16,0.16,1.5,10,8.83,104.27,30.78,30.96,4.805,32.25,40.53,9.01,4,-1.39845091836109,-0.769299986825089,0.548880315929565,3.3130769230769324,0.0317708860759493,11.367369589345106,0,4.10210876803532,61.21420643729213,0,2.683684794672553,3.3673695893451066,2.683684794672553,0,0,14.94894561598234,0.7968368479467256
6384.6,2.12,10.04,0.7,0.001,0.46,0.6,0.76,33.18,0.16,0.16,1.5,10,8.83,104.27,30.78,30.96,4.805,32.25,40.53,9.01,4,-1.39845091836109,-0.769299986825089,0.548880315929565,3.234615384615339,0.031132911392404584,11.234184239733487,0,3.702552719200459,61.6803551609328,0,2.617092119866743,3.2341842397334863,2.617092119866743,0,0,15.148723640399771,0.7961709211986675
6385,2.65,11.42,1.44,0.09,0.55,0.62,1.59,30.61,0.15,0.06,5.48,21.79,8.83,93.23,7.5,32.81,4.68,37.1,46.63,5,4,-0.986851310078691,-0.556351389570639,0.570647244775421,3.182307692307689,0.03070759493670875,11.145394006659208,0,3.4361820199776223,61.99112097669278,0,2.572697003329604,3.1453940066592074,2.572697003329604,0,0,15.281908990011189,0.7957269700332961
6385.6,2.65,11.42,1.44,0.09,0.55,0.62,1.59,30.61,0.15,0.06,5.48,21.79,8.83,93.23,7.5,32.81,4.68,37.1,46.63,5,4,-0.986851310078691,-0.556351389570639,0.570647244775421,3.1038461538460957,0.03006962025316403,11.012208657047587,0,3.0366259711427617,62.45726970033344,0,2.5061043285237936,3.0122086570475872,2.5061043285237936,0,0,15.48168701442862,0.795061043285238
6386,3.21,12.32,0.86,0.001,0.63,0.74,1.15,26.53,0.15,0.35,1.5,10,8.83,103.05,7.5,37.77,4.785,16.87,45.12,5,4,-1.18851509450732,-0.689251447948407,0.685026727531426,3.0515384615384464,0.029644303797468192,10.923418423973308,0,2.770255271919925,62.76803551609342,0,2.461709211986654,2.9234184239733083,2.461709211986654,0,0,15.614872364040037,0.7946170921198665
6386.6,3.21,12.32,0.86,0.001,0.63,0.74,1.15,26.53,0.15,0.35,1.5,10,8.83,103.05,7.5,37.77,4.785,16.87,45.12,5,4,-1.18851509450732,-0.689251447948407,0.685026727531426,2.973076923076853,0.029006329113923472,10.790233074361687,0,2.3706992230850643,63.23418423973409,0,2.395116537180844,2.790233074361688,2.395116537180844,0,0,15.814650388457467,0.7939511653718084
6387,3.45,13.68,1.06,0.11,1.39,1.13,1.04,27.27,0.13,0.1,1.5,23.94,8.83,70.53,30.78,21.18,4.89,45.12,50.06,10.14,4,-0.79319201296628306,-0.395883223010919,0.466652202470163,2.9399999999999893,0.029131225296442808,10.70144284128741,0,2.1043285238622276,63.54495005549407,0,2.350721420643705,2.701442841287409,2.350721420643705,0,0,15.947835738068886,0.7935072142064371
6387.6,3.45,13.68,1.06,0.11,1.39,1.13,1.04,27.27,0.13,0.1,1.5,23.94,8.83,70.53,30.78,21.18,4.89,45.12,50.06,10.14,4,-0.79319201296628306,-0.395883223010919,0.466652202470163,2.899999999999968,0.029593675889328427,10.568257491675789,0,1.704772475027366,64.01109877913474,0,2.2841287458378945,2.568257491675789,2.2841287458378945,0,0,16.147613762486316,0.792841287458379
6388,3.13,12.65,1.65,0.15,1.07,1.07,1.46,28.4,0.14,0.13,1.5,24.52,8.83,89.23,43.96,16.05,5.32,43.83,49.22,5,4,-0.788561288682264,-0.760890665913966,0.595158647070714,2.8733333333333273,0.02990197628458504,10.47946725860151,0,1.4384017758045298,64.32186459489472,0,2.239733629300755,2.4794672586015096,2.239733629300755,0,0,16.280799112097736,0.7923973362930076
6388.6,3.13,12.65,1.65,0.15,1.07,1.07,1.46,28.4,0.14,0.13,1.5,24.52,8.83,89.23,43.96,16.05,5.32,43.83,49.22,5,4,-0.788561288682264,-0.760890665913966,0.595158647070714,2.833333333333306,0.030364426877470662,10.346281908989889,0,1.0388457269696687,64.78801331853539,0,2.173140954494945,2.34628190898989,2.173140954494945,0,0,16.480577136515166,0.7917314095449495
6389,1.49,7.49,0.87,0.08,0.7,0.99,1.03,36.55,0.18,0.02,1.5,10,8.83,103.99,23.72,19,5.38,20.33,35.02,5,4,-1.49351951798108,-0.609231603402025,0.55435573494157,2.8066666666666653,0.03067272727272727,10.257491675915611,0,0.7724750277468324,65.09877913429537,0,2.1287458379578053,2.2574916759156105,2.1287458379578053,0,0,16.613762486126582,0.7912874583795781
6389.6,1.49,7.49,0.87,0.08,0.7,0.99,1.03,36.55,0.18,0.02,1.5,10,8.83,103.99,23.72,19,5.38,20.33,35.02,5,4,-1.49351951798108,-0.609231603402025,0.55435573494157,2.766666666666644,0.031135177865612894,10.12430632630399,0,0.37291897891197134,65.56492785793603,0,2.0621531631519954,2.1243063263039907,2.0621531631519954,0,0,16.813540510544016,0.7906215316315199
6390,2.17,8.24,0.9,5.28,0.42,0.44,0.3,29.77,0.16,0.02,1.5,10,8.83,83.64,21.85,28.84,5.44,25.09,36.83,5,4,-1.36854583317162,-1.67126294548367,1.67402288313802,2.7400000000000038,0.031443478260869503,10.035516093229711,0,0.10654827968913505,65.875693673696,0,2.0177580466148557,2.0355160932297114,2.0177580466148557,0,0,16.946725860155432,0.7901775804661486
6390.6,2.17,8.24,0.9,5.28,0.42,0.44,0.3,29.77,0.16,0.02,1.5,10,8.83,83.64,21.85,28.84,5.44,25.09,36.83,5,4,-1.36854583317162,-1.67126294548367,1.67402288313802,2.6999999999999824,0.03190592885375512,10,0,0,66.07500000000009,0,1.9499999999999431,2.1000000000001138,1.9749999999999717,0.025000000000028423,0,16.899999999999885,0.7915000000000018
6391,1.6,8.5,1.15,0.07,0.47,0.48,0.3,33.7,0.15,0.05,1.5,22.84,8.83,91.88,28,35.37,19.79,26.4,42.74,6.15,4,-1.45290618930784,-0.154407418855985,0.402266743522129,2.6733333333333418,0.03221422924901174,10,0,0,66.14318181818184,0,1.9045454545454399,2.1909090909091202,1.95227272727272,0.04772727272728001,0,16.80909090909088,0.7928636363636369
6391.6,1.6,8.5,1.15,0.07,0.47,0.48,0.3,33.7,0.15,0.05,1.5,22.84,8.83,91.88,28,35.37,19.79,26.4,42.74,6.15,4,-1.45290618930784,-0.154407418855985,0.402266743522129,2.6333333333333204,0.03267667984189736,10,0,0,66.24545454545462,0,1.8363636363635818,2.3272727272728364,1.918181818181791,0.08181818181820906,0,16.672727272727165,0.7949090909090926
6392,1.82,6.38,1.14,2.75,0.52,0.47,0.85,30.47,0.15,0.02,1.5,10,8.83,93.47,32.51,31.22,20.125,33.58,37.96,6.59,4,-1.37848682526573,-0.875324112476523,0.866419677383575,2.62,0.03267665952890804,10,0,0,66.31363636363638,0,1.7909090909090786,2.418181818181843,1.8954545454545393,0.10454545454546066,0,16.581818181818157,0.7962727272727277
6392.6,1.82,6.38,1.14,2.75,0.52,0.47,0.85,30.47,0.15,0.02,1.5,10,8.83,93.47,32.51,31.22,20.125,33.58,37.96,6.59,4,-1.37848682526573,-0.875324112476523,0.866419677383575,2.62,0.03236830835117766,10,0,0,66.41590909090917,0,1.7227272727272207,2.5545454545455586,1.8613636363636104,0.1386363636363897,0,16.445454545454442,0.7983181818181834
6393,2.72,11.92,1.67,0.43,0.66,0.71,0.97,28.21,0.13,0.02,1.5,10,8.83,83.91,26,22.09,20.46,45.68,56.22,7.73,4,-0.88749715192319,-0.0938890179722222,0.562067668976446,2.62,0.03216274089935773,10,0,0,66.48409090909092,0,1.6772727272727175,2.645454545454565,1.8386363636363587,0.1613636363636413,0,16.354545454545434,0.7996818181818185
6393.6,2.72,11.92,1.67,0.43,0.66,0.71,0.97,28.21,0.13,0.02,1.5,10,8.83,83.91,26,22.09,20.46,45.68,56.22,7.73,4,-0.88749715192319,-0.0938890179722222,0.562067668976446,2.62,0.03185438972162735,10,0,0,66.58636363636371,0,1.6090909090908592,2.7818181818182817,1.8045454545454296,0.19545454545457036,0,16.21818181818172,0.8017272727272743
6394,1.55,5.82,0.81,1.67,0.65,0.76,0.3,36.51,0.2,0.02,1.5,10,8.83,111.94,7.5,37,32.29,19.88,38.46,5,4,-1.8738773542612,-0.145460980052232,0.349534652228221,2.62,0.03164882226980741,10,0,0,66.65454545454547,0,1.5636363636363562,2.8727272727272877,1.781818181818178,0.21818181818182195,0,16.12727272727271,0.8030909090909093
6394.6,1.55,5.82,0.81,1.67,0.65,0.76,0.3,36.51,0.2,0.02,1.5,10,8.83,111.94,7.5,37,32.29,19.88,38.46,5,4,-1.8738773542612,-0.145460980052232,0.349534652228221,2.62,0.031340471092077035,10,0,0,66.75681818181825,0,1.495454545454498,3.009090909091004,1.747727272727249,0.252272727272751,0,15.990909090908996,0.8051363636363651
6395,2.07,8.78,1.51,0.09,0.63,0.85,1.29,32.63,0.16,0.08,1.5,38.27,8.83,104.49,31.4,30.02,23.41,35.45,40.2,5,4,-1.27419578136649,-0.34686356108858,0.285293038764507,2.62,0.0311349036402571,10,0,0,66.825,0,1.4499999999999948,3.1000000000000103,1.7249999999999974,0.2750000000000026,0,15.89999999999999,0.8065000000000002
6395.6,2.07,8.78,1.51,0.09,0.63,0.85,1.29,32.63,0.16,0.08,1.5,38.27,8.83,104.49,31.4,30.02,23.41,35.45,40.2,5,4,-1.27419578136649,-0.34686356108858,0.285293038764507,2.62,0.030826552462526725,10,0,0,66.9272727272728,0,1.3818181818181368,3.2363636363637265,1.6909090909090683,0.3090909090909316,0,15.763636363636273,0.8085454545454559
6396,1.95,7.49,1.22,1.45,0.49,0.49,0.84,33.48,0.16,0.05,1.5,10,8.83,92.2,7.5,19.47,23.42,30.27,27.39,5,4,-1.46256459287373,-0.219722849178792,0.712008504883848,2.62,0.030620985010706786,10,0,0,66.99545454545455,0,1.3363636363636335,3.327272727272733,1.6681818181818167,0.33181818181818323,0,15.672727272727267,0.809909090909091
6396.6,1.95,7.49,1.22,1.45,0.49,0.49,0.84,33.48,0.16,0.05,1.5,10,8.83,92.2,7.5,19.47,23.42,30.27,27.39,5,4,-1.46256459287373,-0.219722849178792,0.712008504883848,2.62,0.030312633832976412,10,0,0,67.09772727272734,0,1.2681818181817754,3.463636363636449,1.6340909090908877,0.3659090909091123,0,15.53636363636355,0.8119545454545467
6397,2.4,10.11,1.72,0.11,0.7,2.46,0.3,28.98,0.13,0.07,1.5,40.02,8.83,98.55,26.53,15.79,5.22,44.99,52.03,5,4,-0.994979525263911,-0.322244813498627,0.122767325523109,2.62,0.030107066381156473,10,0,0,67.1659090909091,0,1.2227272727272722,3.5545454545454556,1.611363636363636,0.3886363636363639,0,15.445454545454545,0.8133181818181818
6397.6,2.4,10.11,1.72,0.11,0.7,2.46,0.3,28.98,0.13,0.07,1.5,40.02,8.83,98.55,26.53,15.79,5.22,44.99,52.03,5,4,-0.994979525263911,-0.322244813498627,0.122767325523109,2.62,0.0297987152034261,10,0,0,67.26818181818187,0,1.1545454545454141,3.6909090909091717,1.5772727272727072,0.42272727272729294,0,15.309090909090829,0.8153636363636376
6398,2.84,11.94,1.58,0.5,1.15,1.14,0.3,28.97,0.13,0.1,3.6,10,8.83,95.6,35.67,11.07,25.32,45.92,49.24,7.68,4,-1.19974623697117,0.059782926930045,-0.156042034619203,2.62,0.02959314775160616,10,0,0,67.33636363636363,0,1.1090909090909111,3.7818181818181777,1.5545454545454556,0.4454545454545445,0,15.218181818181822,0.8167272727272726
6398.6,2.84,11.94,1.58,0.5,1.15,1.14,0.3,28.97,0.13,0.1,3.6,10,8.83,95.6,35.67,11.07,25.32,45.92,49.24,7.68,4,-1.19974623697117,0.059782926930045,-0.156042034619203,2.62,0.029284796573875786,10,0,0,67.43863636363642,0,1.0409090909090528,3.9181818181818944,1.5204545454545264,0.4795454545454736,0,15.081818181818106,0.8187727272727284
6399,2.63,10.75,0.89,0.001,1.06,1.01,1.47,29.76,0.13,0.15,1.5,10,8.83,98.99,29.59,30.41,19.76,15.68,34.38,5,4,-1.26578108576372,-0.27273213465905,0.176787534719478,2.62,0.029079229122055846,10,0,0,67.50681818181818,0,0.9954545454545496,4.009090909090901,1.4977272727272748,0.5022727272727252,0,14.9909090909091,0.8201363636363636
6399,2.37,9.72,1.53,0.22,0.63,1.11,1.31,30.93,0.14,0.05,1.5,30.05,8.83,102.19,7.5,20.91,24.555,38.11,49.16,5,4,-1.09368697310266,-0.0199566042267728,0.412704838897491,2.62,0.029079229122055846,10,0,0,67.50681818181818,0,0.9954545454545496,4.009090909090901,1.4977272727272748,0.5022727272727252,0,14.9909090909091,0.8201363636363636
6399.6,2.37,9.72,1.53,0.22,0.63,1.11,1.31,30.93,0.14,0.05,1.5,30.05,8.83,102.19,7.5,20.91,24.555,38.11,49.16,5,4,-1.09368697310266,-0.0199566042267728,0.412704838897491,2.62,0.028770877944325472,10,0,0,67.60909090909097,0,0.9272727272726915,4.1454545454546174,1.4636363636363456,0.5363636363636543,0,14.854545454545383,0.8221818181818192
6400,2.13,9.04,1.36,0.16,0.67,0.87,0.3,33.31,0.26,0.08,4.5,10,8.83,92.02,21.16,54.35,29.35,36.61,28.5,5,4,-1.82230219715799,0.136162725753155,-0.319978633828482,2.62,0.028565310492505533,10,0,0,67.67727272727272,0,0.8818181818181885,4.236363636363623,1.4409090909090942,0.5590909090909058,0,14.763636363636376,0.8235454545454544
6400.6,2.13,9.04,1.36,0.16,0.67,0.87,0.3,33.31,0.26,0.08,4.5,10,8.83,92.02,21.16,54.35,29.35,36.61,28.5,5,4,-1.82230219715799,0.136162725753155,-0.319978633828482,2.62,0.028256959314775155,10,0,0,67.7795454545455,0,0.8136363636363302,4.37272727272734,1.406818181818165,0.5931818181818349,0,14.627272727272661,0.8255909090909102
6401,3.39,15.51,1.06,0.001,1.23,1.03,1.64,23.85,0.11,0.09,1.5,10,8.83,94.35,24.71,73.27,28.82,20.61,83.41,5,4,-0.710344724966263,-0.0661675537548029,0.265831867412361,2.62,0.02805139186295522,10,0,0,67.84772727272725,0,0.7681818181818272,4.463636363636345,1.3840909090909137,0.6159090909090864,0,14.536363636363655,0.8269545454545452
6401.6,3.39,15.51,1.06,0.001,1.23,1.03,1.64,23.85,0.11,0.09,1.5,10,8.83,94.35,24.71,73.27,28.82,20.61,83.41,5,4,-0.710344724966263,-0.0661675537548029,0.265831867412361,2.617590361445783,0.028157384987893476,10,0,0,67.95000000000005,0,0.6999999999999691,4.600000000000062,1.3499999999999845,0.6500000000000155,0,14.399999999999938,0.829000000000001
6402,3.04,11.07,1.79,0.12,2.05,3.2,0.3,28.33,0.14,0.09,5.76,35.4,8.83,90.55,21.79,26.55,4.71,19.7,52.99,12.1,4,-1.12091969930847,0.0544540913122265,-1.00594701813476,2.615662650602411,0.02828329297820814,10,0,0,68.0181818181818,0,0.6545454545454659,4.690909090909068,1.327272727272733,0.6727272727272671,0,14.309090909090932,0.830363636363636
6402.6,3.04,11.07,1.79,0.12,2.05,3.2,0.3,28.33,0.14,0.09,5.76,35.4,8.83,90.55,21.79,26.55,4.71,19.7,52.99,12.1,4,-1.12091969930847,0.0544540913122265,-1.00594701813476,2.612771084337349,0.028472154963680427,10,0,0,68.12045454545459,0,0.5863636363636078,4.827272727272785,1.2931818181818038,0.7068181818181961,0,14.172727272727215,0.8324090909090918
6403,1.78,7.13,1.29,0.06,0.54,0.61,0.3,35.71,0.16,0.09,1.5,10,8.83,109.11,31.56,14.47,27.2,31.24,29.82,5,4,-1.66367953720599,-0.0078679928295769409,0.13634495047597,2.610843373493977,0.028598062953995092,10,0,0,68.18863636363635,0,0.5409090909091046,4.918181818181791,1.2704545454545522,0.7295454545454477,0,14.081818181818209,0.8337727272727269
6403.6,1.78,7.13,1.29,0.06,0.54,0.61,0.3,35.71,0.16,0.09,1.5,10,8.83,109.11,31.56,14.47,27.2,31.24,29.82,5,4,-1.66367953720599,-0.0078679928295769409,0.13634495047597,2.6079518072289147,0.028786924939467377,10,0,0,68.29090909090912,0,0.47272727272724646,5.054545454545507,1.2363636363636232,0.7636363636363768,0,13.945454545454492,0.8358181818181826
6404,2.7,9.89,1.61,1.02,0.73,0.75,0.98,30.38,0.15,0.02,1.5,10,8.83,98.86,23.43,15.3,24.39,42.97,40.57,5,4,-1.13412541389694,-0.208381380384527,0.563727137767446,2.6060240963855428,0.028912832929782042,10,0,0,68.35909090909088,0,0.42727272727274324,5.1454545454545135,1.2136363636363716,0.7863636363636284,0,13.854545454545487,0.8371818181818177
6404.6,2.7,9.89,1.61,1.02,0.73,0.75,0.98,30.38,0.15,0.02,1.5,10,8.83,98.86,23.43,15.3,24.39,42.97,40.57,5,4,-1.13412541389694,-0.208381380384527,0.563727137767446,2.6031325301204804,0.029101694915254328,10,0,0,68.46136363636367,0,0.35909090909088515,5.281818181818229,1.1795454545454427,0.8204545454545574,0,13.71818181818177,0.8392272727272734
6405,0.93,4.62,0.65,0.03,0.4,0.41,0.98,39.36,0.18,0.07,4.82,10,8.83,90.88,21.17,19.29,20.49,17.67,21.06,5,4,-1.97342488789461,-0.140033717773636,-0.0293096066330396,2.6012048192771084,0.029227602905568997,10,0,0,68.52954545454543,0,0.3136363636363819,5.372727272727236,1.156818181818191,0.843181818181809,0,13.627272727272764,0.8405909090909085
6405.6,0.93,4.62,0.65,0.03,0.4,0.41,0.98,39.36,0.18,0.07,4.82,10,8.83,90.88,21.17,19.29,20.49,17.67,21.06,5,4,-1.97342488789461,-0.140033717773636,-0.0293096066330396,2.5983132530120465,0.02941646489104128,10,0,0,68.63181818181822,0,0.24545454545452383,5.509090909090952,1.122727272727262,0.8772727272727381,0,13.490909090909048,0.8426363636363643
6406,3.08,9.75,0.9,1.37,0.465,0.96,0.7,29.14,0.16,0.11,1.5,10,8.83,96.87,26.45,21.65,22.1,44.51,52.12,9.19,4,-1.31748836504361,-0.425754129828902,0.403885230229697,2.5963855421686746,0.029542372881355947,10,0,0,68.69999999999997,0,0.2000000000000206,5.599999999999959,1.1000000000000103,0.8999999999999897,0,13.400000000000041,0.8439999999999994
6406.6,3.08,9.75,0.9,1.37,0.465,0.96,0.7,29.14,0.16,0.11,1.5,10,8.83,96.87,26.45,21.65,22.1,44.51,52.12,9.19,4,-1.31748836504361,-0.425754129828902,0.403885230229697,2.593493975903612,0.02973123486682823,10,0,0,68.80227272727275,0,0.13181818181816252,5.736363636363675,1.0659090909090811,0.9340909090909187,0,13.263636363636325,0.8460454545454551
6407,2.2,8.85,1.42,0.07,0.53,0.6,0.3,33.33,0.16,0.14,1.5,25.71,8.83,79.82,29.04,15.06,23.71,35.47,35.47,7.09,4,-1.47477958202912,0.0654427341345815,0.198397221451286,2.5915662650602402,0.029857142857142898,10,0,0,68.8704545454545,0,0.08636363636365929,5.827272727272682,1.0431818181818295,0.9568181818181704,0,13.172727272727318,0.8474090909090902
6407.6,2.2,8.85,1.42,0.07,0.53,0.6,0.3,33.33,0.16,0.14,1.5,25.71,8.83,79.82,29.04,15.06,23.71,35.47,35.47,7.09,4,-1.47477958202912,0.0654427341345815,0.198397221451286,2.588674698795178,0.030046004842615184,10,0,0,68.9727272727273,0,0.0181818181818012,5.963636363636398,1.0090909090909006,0.9909090909090994,0,13.036363636363603,0.8494545454545459
6408,2.64,9.38,1.66,0.09,0.76,0.89,1.15,31.79,0.15,0.28,1.5,10,8.83,97.58,24.34,15.89,29.76,41.34,49.85,6.56,4,-1.30062876750831,0.00446050461240735,0.0551284422284967,2.5867469879518064,0.03017191283292985,9.8813056379823,0,0,69.26112759643894,0,0,5.97626112759646,1.0237388724035401,1.04747774480708,0,12.78635014836814,0.8514243323442123
6408.6,2.64,9.38,1.66,0.09,0.76,0.89,1.15,31.79,0.15,0.28,1.5,10,8.83,97.58,24.34,15.89,29.76,41.34,49.85,6.56,4,-1.30062876750831,0.00446050461240735,0.0551284422284967,2.583855421686744,0.030360774818402134,9.5845697329376,0,0,69.91394658753728,0,0,5.9169139465875205,1.08308605341248,1.16617210682496,0,12.25222551928768,0.8549851632047488
6409,2.5,10.75,0.83,0.001,0.7,0.94,0.3,30.68,0.16,0.25,1.5,10,8.83,90.15,7.5,19.9,21.78,15.67,45.16,5,4,-1.56398136003788,0.119853345377562,0.184947282599602,2.581927710843372,0.0304866828087168,9.386745796241433,0,0,70.34915924826885,0,0,5.877349159248286,1.1226508407517133,1.2453016815034266,0,11.89614243323458,0.8573590504451027
6409.6,2.5,10.75,0.83,0.001,0.7,0.94,0.3,30.68,0.16,0.25,1.5,10,8.83,90.15,7.5,19.9,21.78,15.67,45.16,5,4,-1.56398136003788,0.119853345377562,0.184947282599602,2.6552112676059036,0.0312679720279739,9.090009891196733,0,0,71.00197823936719,0,0,5.818001978239347,1.1819980217606534,1.3639960435213068,0,11.36201780415412,0.8609198813056392
6410,2.54,9.86,0.74,0.86,0.72,0.99,0.73,31.23,0.15,0.1,1.5,10,8.83,67.48,34.47,18.89,19.31,14.71,32.68,8.79,4,-1.49507621004019,-0.148511852822212,0.151198382457891,2.805633802817027,0.032381258741259515,8.892185954500567,0,0,71.43719090009876,0,0,5.778437190900114,1.2215628090998867,1.4431256181997734,0,11.00593471810102,0.8632937685459932
6410.6,2.54,9.86,0.74,0.86,0.72,0.99,0.73,31.23,0.15,0.1,1.5,10,8.83,67.48,34.47,18.89,19.31,14.71,32.68,8.79,4,-1.49507621004019,-0.148511852822212,0.151198382457891,3.0312676056340533,0.03405118881119047,8.595450049455867,0,0,72.0900098911971,0,0,5.719090009891174,1.2809099901088268,1.5618199802176533,0,10.47181008902056,0.8668545994065295
6411,2.32,10.44,1.54,0.34,0.72,0.9,0.3,28.19,0.13,0.08,1.5,33.61,8.83,75.2,24.27,29.89,6.71,43.3,47.97,6.39,4,-0.96497464818749,-0.356024454975635,0.679525758823112,3.1816901408451765,0.03516447552447609,8.3976261127597,0,0,72.52522255192866,0,0,5.67952522255194,1.32047477744806,1.6409495548961202,0,10.11572700296746,0.8692284866468836
6411.6,2.32,10.44,1.54,0.34,0.72,0.9,0.3,28.19,0.13,0.08,1.5,33.61,8.83,75.2,24.27,29.89,6.71,43.3,47.97,6.39,4,-0.96497464818749,-0.356024454975635,0.679525758823112,3.4073239436622034,0.036834405594407045,8.100890207715,0,0,73.178041543027,0,0,5.620178041543,1.379821958457,1.759643916914,0,9.581602373887,0.87278931750742
6412,3.69,13.99,1.32,1.12,1.3,1.1,0.3,20.74,0.1,0.09,1.5,10,8.83,91.79,37.39,28.2,23.57,27.38,49.86,5,4,-0.920636959550384,-0.133565457730532,0.301783737823036,3.557746478873326,0.03794769230769266,7.903066271018833,0,0,73.61325420375857,0,0,5.580613254203767,1.4193867457962335,1.8387734915924667,0,9.2255192878339,0.875163204747774
6412.6,3.69,13.99,1.32,1.12,1.3,1.1,0.3,20.74,0.1,0.09,1.5,10,8.83,91.79,37.39,28.2,23.57,27.38,49.86,5,4,-0.920636959550384,-0.133565457730532,0.301783737823036,3.783380281690353,0.03961762237762361,7.6063303659741335,0,0,74.2660731948569,0,0,5.521266073194827,1.4787339268051733,1.9574678536103467,0,8.69139465875344,0.8787240356083104
6413,1.7,7.21,1.23,0.07,0.47,0.6,0.3,34.86,0.16,0.04,1.5,10,8.83,86.32,26.25,17.7,24.285,29.09,30.07,5,4,-1.5834033288894,0.138133415662075,0.261342502280876,3.9338028169014763,0.040730909090909234,7.408506429277967,0,0,74.70128585558848,0,0,5.481701285855594,1.5182987141444066,2.0365974282888133,0,8.335311572700341,0.8810979228486644
6413.6,1.7,7.21,1.23,0.07,0.47,0.6,0.3,34.86,0.16,0.04,1.5,10,8.83,86.32,26.25,17.7,24.285,29.09,30.07,5,4,-1.5834033288894,0.138133415662075,0.261342502280876,4.159436619718503,0.042400839160840184,7.1117705242332665,0,0,75.35410484668681,0,0,5.4223541048466535,1.5776458951533465,2.155291790306693,0,7.80118694361988,0.8846587537092008
6414,3.22,12.6,1.04,0.001,1.01,1.09,0.78,25.89,0.13,0.18,1.5,10,8.83,105.91,34.73,16.12,25,22.04,47.29,5,4,-1.24894113236763,-0.0900558276357688,0.0343244270762065,4.309859154929626,0.0435141258741258,6.9139465875371,0,0,75.78931750741837,0,0,5.38278931750742,1.61721068249258,2.23442136498516,0,7.44510385756678,0.8870326409495548
6414.6,3.22,12.6,1.04,0.001,1.01,1.09,0.78,25.89,0.13,0.18,1.5,10,8.83,105.91,34.73,16.12,25,22.04,47.29,5,4,-1.24894113236763,-0.0900558276357688,0.0343244270762065,4.535492957746652,0.04518405594405676,6.6172106824924,0,0,76.44213649851672,0,0,5.32344213649848,1.67655786350152,2.35311572700304,0,6.91097922848632,0.8905934718100912
6415,3.49,16.67,1.11,0.001,1.27,1.4,1.36,22.22,0.11,0.27,1.5,10,8.83,106.81,31.6,44.51,26.54,21.55,77.12,9.89,4,-0.892344839486144,-0.183891370005999,-0.132766159432528,4.6859154929577755,0.04629734265734237,6.419386745796233,0,0,76.87734915924828,0,0,5.283877349159247,1.7161226508407532,2.4322453016815064,0,6.55489614243322,0.8929673590504452
6415.6,3.49,16.67,1.11,0.001,1.27,1.4,1.36,22.22,0.11,0.27,1.5,10,8.83,106.81,31.6,44.51,26.54,21.55,77.12,9.89,4,-0.892344839486144,-0.183891370005999,-0.132766159432528,4.911549295774803,0.04796727272727333,6.122650840751533,0,0,77.53016815034663,0,0,5.224530168150307,1.7754698318496933,2.5509396636993866,0,6.02077151335276,0.8965281899109816
