"Depth","Al_wt%","Si_wt%","K_wt%","Ti_wt%","Fe_wt%","S_wt%","Mg_wt%","Ca_wt%","Sr_wt%","P_wt%","Mo_ppm","V_ppm","U_ppm","Ni_ppm","Cu_ppm","Zn_ppm","Th_ppm","Rb_ppm","Zr_ppm","Pb_ppm","Formation","chemofacies","Factor1","Factor2","Factor3"
6199,6.26,24.58,1.9,0.001,3.55,1.96,1.58,11.22,0.03,0.12,1.5,10,13.21,108.43,39.85,83.42,8.74,39.65,114.45,17.45,"Utica FM",2,0.542340428064341,-0.664313296184086,0.0910664857846239
6199.6,7.23,26.51,2.17,0.001,3.85,2.22,1.46,9.07,0.04,0.05,1.5,10,11.89,122.5,43.76,86.92,9.07,110.11,135.01,21.91,"Utica FM",2,1.07018071973482,-0.673998489797978,0.135822482574903
6200,7.09,26.05,2.08,1.27,4.11,2.12,1.68,7.28,0.03,0.02,1.5,10,11.23,87.35,60.78,63.21,9.68,111.78,132.24,23.69,"Utica FM",2,1.11259464615913,-0.776895726254368,0.227847919997147
6200.6,6.69,25.18,2.01,0.41,4.17,2.41,1.33,10.87,0.04,0.1,1.5,134.47,10.57,93.33,51.31,66.37,25.31,40.45,149.3,22.63,"Utica FM",2,0.556211517079623,-0.387127033771349,-0.527539478922078
6201,6.84,25.55,2.12,0.001,3.73,2.03,1.59,10.1,0.04,0.12,1.5,10,9.43,103,51.78,94.45,7.32,104.06,140.25,24.1,"Utica FM",2,1.01389121463637,-0.60903624443042,0.0619181996870471
6201.6,7.46,27.64,2.39,0.001,3.86,1.93,1.62,6.83,0.03,0.09,1.5,10,8.86,120.16,38.38,95.11,8.94,115.39,142.98,21.12,"Utica FM",2,1.29816588096538,-0.529207042887062,0.336725731256993
6202,7.74,28.53,2.37,0.46,3.77,2.17,1.58,6.48,0.03,0.08,1.5,145.06,8.29,92.01,47.82,80.77,9.18,46.2,138.51,18.68,"Utica FM",2,1.03544187402929,-0.765570030318408,0.149423061884662
6202.6,7.93,29.06,2.37,0.001,3.84,2.41,2.03,6.1,0.03,0.05,1.5,10,11.49,93.46,63.6,71,7.97,116.52,139.76,18.81,"Utica FM",2,1.3798591712416,-0.683088534436795,0.171984235543283
6203,6.98,26.22,2.25,0.001,3.74,1.93,1.02,8.58,0.03,0.13,1.5,10,13.09,115.32,55.84,87.58,9.83,45.77,120.52,16.45,"Utica FM",2,0.663272392191802,-0.70236427976252,0.0189297742621621
6203.6,6.98,25.44,2.16,0.001,3.64,1.85,0.82,9.71,0.03,0.11,1.5,10,13.89,96.06,47.04,96.99,8.96,42.09,121.83,23.04,"Utica FM",2,0.617312367983668,-0.49853917711501,-0.08689679864741
6204,6.43,24.29,1.81,0.001,3.4,1.71,1.09,13.05,0.05,0.08,1.5,10,14.29,99.65,54.18,120.56,10.49,91.34,157.05,18.31,"Utica FM",2,0.812556547116267,-0.909470227888684,0.291885509018785
6204.6,7.72,27.25,2.37,0.43,3.21,1.63,0.99,8.14,0.04,0.15,1.5,122.98,14.69,98.97,47.04,132.99,10.73,45.41,174.66,21.28,"Utica FM",2,0.966875738924319,-1.26943684623854,0.329209600158792
6205,6.23,24.79,1.96,0.001,3.42,1.78,1.22,11.56,0.04,0.21,1.5,10,12.14,87.23,56.59,128.27,9.93,95.41,156.9,15.91,"Utica FM",2,0.892950480655579,-0.834333636144185,0.265875298635541
6205.6,7.2,26.61,2.22,0.001,3.57,1.63,0.99,8.87,0.04,0.13,1.5,10,10.865,89.36,39.37,92.52,13.02,106.08,156.85,12.9,"Utica FM",2,1.09639592034097,-0.379304827958435,0.546306447183969
6206,7.05,27.01,2.25,0.69,3.67,1.73,1.44,7.43,0.03,0.13,1.5,136.13,10.2275,93.73,56.86,70.94,10.1,47.48,147.58,14.62,"Utica FM",2,0.895216836937752,-1.09739113877715,0.401377909558686
6206.6,8.31,27.48,2.48,0.001,3.86,1.96,1.85,6.44,0.02,0.09,1.5,10,9.90875,93.79,48.2,82.69,9.38,49.89,118.42,19.65,"Utica FM",2,1.04411223117049,-0.313679801806296,0.059928414800004
6207,7.92,26.23,2.43,0.001,4.15,2.13,1.58,6.38,0.02,0.04,1.5,10,9.59,98.7,40.57,92.74,8.74,51.49,112.03,24.39,"Utica FM",2,0.99175953990914,-0.153065154244529,-0.130579097308355
6207.6,3.34,11.86,1.36,0.14,2.14,0.88,0.3,28.87,0.1,0.11,1.5,40.92,10.99,78.54,26.79,165.64,7.87,46.3,65.81,5,"Utica FM",2,-0.474491381457415,-0.676652680664263,0.588031738827387
6208,6.37,23.25,1.8,0.001,3.39,1.83,1.64,12.87,0.05,0.17,1.5,10,11.69,98.39,56.12,191.82,10.37,85.66,159.98,12.41,"Utica FM",2,0.943383723586352,-1.07612351353527,0.324387734760083
6208.6,6.51,22.57,2.23,0.001,3.52,2.17,1.28,9.21,0.04,0.1,1.5,10,12.04,86.27,52.87,88.93,8.25,108.92,130.53,17.23,"Utica FM",2,0.934726175382096,-0.567677980918391,0.173015056527122
6209,5.81,19.45,1.74,0.32,3.31,1.78,1.22,14.8,0.06,0.02,1.5,97.77,12.215,98.24,50.94,182.18,9.81,39.42,119.8,14,"Utica FM",2,0.466542753715083,-1.14512668767967,0.179209053092718
6209.6,7,23.06,2.32,0.43,3.56,1.67,1.02,9.86,0.04,0.11,1.5,123.56,12.3025,83.44,39.78,62.2,8.39,45.23,137.43,15.11,"Utica FM",2,0.709665176772159,-0.815777430033131,0.434285494504419
6210,6.27,21.8,2.02,1.16,3.46,1.35,0.95,9.91,0.04,0.1,1.5,110.57,12.34625,108.98,38.22,64.77,11.43,43.55,141.84,12.95,"Utica FM",2,0.539300759960278,-1.14722871442679,0.685799093964948
6210.6,6.42,22.3,2.11,0.42,3.55,1.54,1.32,9.86,0.04,0.03,1.5,144.52,12.39,105.84,42.93,65.71,11.4,45.46,138.08,12.62,"Utica FM",2,0.674545874624342,-1.08139452577497,0.542275608741731
6211,5.48,20.51,2,0.41,3.64,1.64,1.15,11.23,0.05,0.03,1.5,119.02,14.005,94.26,51.97,79.78,8.92,41.63,140.54,17.71,"Utica FM",2,0.508455987973954,-1.13952921530571,0.291789387009333
6211.6,5.46,21.52,1.77,0.001,3.53,1.91,1.38,13.6,0.04,0.07,1.5,10,14.8125,111.27,35.77,82.71,12.76,34.07,117.36,15.2,"Utica FM",2,0.31639754420592,-0.627015113220314,0.09223353240927
